children,old,urban,decile,cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,totweight,weight,totY,Y,idh,nbpeople
2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,142747.39331054688,35686.84832763672,61.44859241113709,15.362148102784273,300.0,4.0
0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513692.31243896484,256846.15621948242,55.40394003806972,27.70197001903486,400.0,2.0
0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,53396.570709228516,17798.856903076172,95.39337768406898,31.797792561356324,500.0,3.0
0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437752.96949768066,437752.96949768066,77.03850956904671,77.03850956904671,900.0,1.0
0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90075.72341918945,90075.72341918945,62.085140187595556,62.085140187595556,1100.0,1.0
0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56680.98077392578,56680.98077392578,22.449355408203175,22.449355408203175,1200.0,1.0
1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7101.080078125,3550.5400390625,45.614920622188635,22.807460311094317,1500.0,2.0
0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525359.4916381836,525359.4916381836,52.235942683901705,52.235942683901705,1700.0,1.0
0.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,176250.71484375,58750.23828125,188.03818451308604,62.67939483769534,1800.0,3.0
2.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32840.82710266113,6568.165420532227,205.53808954600674,41.10761790920135,1900.0,5.0
0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588009.2681274414,294004.6340637207,104.58194333140612,52.29097166570306,2400.0,2.0
0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41237.5876159668,41237.5876159668,64.28607311936433,64.28607311936433,2600.0,1.0
2.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11694.763916015625,2923.6909790039062,304.83507865662466,76.20876966415616,2700.0,4.0
0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59433.29605102539,59433.29605102539,114.21661268368159,114.21661268368159,3200.0,1.0
0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237157.13653564453,118578.56826782227,45.319209913239185,22.659604956619592,3400.0,2.0
1.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,200725.23724365234,66908.41241455078,134.59766925242158,44.865889750807185,3800.0,3.0
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79983.21557617188,39991.60778808594,43.68616475664602,21.84308237832301,4100.0,2.0
0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612405.6268310547,306202.81341552734,89.83785423827739,44.918927119138694,4300.0,2.0
2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,97004.58724975586,19400.917449951172,70.51728583528117,14.103457167056236,4400.0,5.0
0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598656.9083557129,299328.45417785645,76.73117219373233,38.36558609686617,4600.0,2.0
0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410730.12033081055,410730.12033081055,62.63934426417924,62.63934426417924,4700.0,1.0
0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571502.4923553467,571502.4923553467,44.937348703449224,44.937348703449224,4900.0,1.0
0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42282.387939453125,21141.193969726562,127.84831000715765,63.924155003578825,5200.0,2.0
0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320443.4397583008,320443.4397583008,33.28420945529219,33.28420945529219,5500.0,1.0
1.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8009.27978515625,2002.3199462890625,214.19373364720465,53.54843341180116,5800.0,4.0
0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413276.2635192871,206638.13175964355,228.57299049337792,114.28649524668896,6200.0,2.0
1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,8511.7958984375,2127.948974609375,156.33097147710671,39.08274286927668,6300.0,4.0
0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,23975.908203125,5993.97705078125,300.8628238948647,75.21570597371617,6700.0,4.0
0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34246.3076171875,34246.3076171875,51.78665721808918,51.78665721808918,6800.0,1.0
0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63960.33589172363,63960.33589172363,77.87931130396291,77.87931130396291,6900.0,1.0
0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,279750.1440124512,279750.1440124512,62.90656680540141,62.90656680540141,7400.0,1.0
1.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,235556.72772216797,78518.90924072266,98.2687129797709,32.756237659923634,7500.0,3.0
2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28256.21435546875,4036.60205078125,140.35360931911364,20.050515617016234,7700.0,7.0
0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445356.3602294922,222678.1801147461,155.0009959621876,77.5004979810938,8100.0,2.0
0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7304.356872558594,7304.356872558594,59.76798151945662,59.76798151945662,8300.0,1.0
0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9111.101806640625,3037.033935546875,140.353610755844,46.784536918614656,8700.0,3.0
0.0,0.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43953.28240966797,21976.641204833984,107.38927017934367,53.694635089671834,8900.0,2.0
0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397055.1465911865,397055.1465911865,38.724884208418295,38.724884208418295,9400.0,1.0
0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24764.83740234375,8254.94580078125,66.64589693123409,22.215298977078028,9500.0,3.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51510.9895324707,51510.9895324707,12.840128273803264,12.840128273803264,9900.0,1.0
2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,104652.7734375,26163.193359375,111.23669350936024,27.80917337734006,10400.0,4.0
0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79846.05377197266,79846.05377197266,79.01143255390566,79.01143255390566,10600.0,1.0
0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122207.55297851562,61103.77648925781,76.06778283845509,38.033891419227544,10700.0,2.0
0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36391.14599609375,36391.14599609375,52.208404615888,52.208404615888,10800.0,1.0
1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,190590.140625,63530.046875,82.82775595636114,27.60925198545371,11000.0,3.0
0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,117696.0513305664,58848.0256652832,125.87034740507787,62.93517370253893,11400.0,2.0
0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,134937.38818359375,134937.38818359375,52.82205725788052,52.82205725788052,11700.0,1.0
2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5186.9521484375,1296.738037109375,319.7678732154876,79.9419683038719,11800.0,4.0
0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,351428.92852783203,351428.92852783203,116.13211379769326,116.13211379769326,11900.0,1.0
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5148.5489501953125,1716.1829833984375,58.259989370350326,19.41999645678344,12000.0,3.0
1.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3524.7793579101562,704.9558715820312,182.90105753843312,36.58021150768663,12100.0,5.0
0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7943.2784423828125,3971.6392211914062,122.86457985584298,61.43228992792149,12300.0,2.0
0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,93706.02905273438,31235.343017578125,116.39387486760464,38.79795828920156,12600.0,3.0
1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,119932.07836914062,29983.019592285156,131.93159163130088,32.98289790782522,12900.0,4.0
0.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,379585.18478393555,189792.59239196777,104.47213292749018,52.23606646374509,13000.0,2.0
0.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,22480.82470703125,5620.2061767578125,211.30280235647894,52.825700589119734,13500.0,4.0
0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,290275.9647216797,145137.98236083984,156.2197110807397,78.10985554036985,13600.0,2.0
0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49721.58444213867,49721.58444213867,27.534295675614285,27.534295675614285,13900.0,1.0
1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,70969.95007324219,23656.650024414062,99.18910311487421,33.063034371624745,14000.0,3.0
0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78670.74206542969,39335.371032714844,76.66484964871098,38.33242482435549,14200.0,2.0
0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122174.45114135742,122174.45114135742,22.431653661311355,22.431653661311355,14500.0,1.0
3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7275.1348876953125,1455.0269775390625,99.45391406472417,19.890782812944835,14600.0,5.0
0.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,194402.89947509766,64800.96649169922,227.82102671167812,75.94034223722605,14800.0,3.0
1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22785.2587890625,4557.0517578125,115.75494857725161,23.150989715450322,15100.0,5.0
2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176940.36529541016,58980.12176513672,62.12540629415317,20.708468764717725,15600.0,3.0
1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36994.452392578125,12331.484130859375,14.763610942713774,4.921203647571259,15700.0,3.0
1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,53392.236083984375,13348.059020996094,64.63622154032755,16.15905538508189,15800.0,4.0
0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119626.06384277344,119626.06384277344,61.812297262169665,61.812297262169665,16000.0,1.0
0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,9037.603515625,2259.40087890625,132.4090667507962,33.10226668769905,16300.0,4.0
0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60122.47692871094,30061.23846435547,67.10302347120707,33.55151173560353,16500.0,2.0
0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83032.52069091797,83032.52069091797,62.31944429748379,62.31944429748379,17600.0,1.0
1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,53133.25573730469,13283.313934326172,66.44973535086253,16.61243383771563,18000.0,4.0
0.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,131466.7931213379,65733.39656066895,125.18498384424541,62.592491922122704,18100.0,2.0
0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130360.61584472656,130360.61584472656,27.661725256094115,27.661725256094115,18300.0,1.0
2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,37241.679931640625,9310.419982910156,217.07142403125528,54.26785600781382,18400.0,4.0
0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,183097.57543945312,183097.57543945312,51.902805522256536,51.902805522256536,18500.0,1.0
0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,621473.4834594727,310736.7417297363,124.71968605146611,62.359843025733056,18700.0,2.0
0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134772.63641357422,67386.31820678711,220.1962780065741,110.09813900328705,19500.0,2.0
0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75835.7778930664,75835.7778930664,78.39640203370811,78.39640203370811,20000.0,1.0
0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111410.83392333984,55705.41696166992,66.92578601542276,33.46289300771138,20200.0,2.0
0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,309502.2418823242,309502.2418823242,77.98298541110054,77.98298541110054,20900.0,1.0
0.0,1.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14143.134155273438,7071.567077636719,233.70200281515528,116.85100140757764,21100.0,2.0
1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11666.463134765625,3888.821044921875,59.848898171359885,19.949632723786628,21600.0,3.0
1.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3659.2078857421875,1219.7359619140625,106.19207153413856,35.397357178046185,21700.0,3.0
1.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,81731.36444091797,27243.788146972656,114.25698741805064,38.08566247268356,21800.0,3.0
0.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87912.203125,43956.1015625,126.46227357742708,63.23113678871354,22100.0,2.0
3.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10472.572326660156,2094.5144653320312,140.70670160051276,28.14134032010255,22300.0,5.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62944.529296875,62944.529296875,27.799507444394216,27.799507444394216,23000.0,1.0
0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125022.65383911133,62511.326919555664,153.65393175574764,76.82696587787382,23200.0,2.0
2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7101.82861328125,1775.4571533203125,70.59609500904487,17.64902375226122,23400.0,4.0
0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,85185.16241455078,42592.58120727539,157.87574392253268,78.93787196126634,23700.0,2.0
0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,57560.025329589844,19186.67510986328,68.4276968354854,22.809232278495138,23800.0,3.0
0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367683.7613220215,367683.7613220215,112.36744286830235,112.36744286830235,23900.0,1.0
