children,old,urban,decile,cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,totweight,weight,totY,Y,idh,nbpeople
1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,315.15030670166016,105.05010223388672,6.94904678787332,2.316348929291107,100101.0,3.0
1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,524.6184463500977,131.1546115875244,13.437371006754162,3.3593427516885406,100102.0,4.0
0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,275.8431587219238,91.94771957397461,11.71440400222026,3.9048013340734196,100103.0,3.0
0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,412.7294731140137,58.96135330200195,6.899508492394836,0.9856440703421194,100104.0,7.0
0.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,774.1545791625977,387.0772895812988,36.70141261030863,18.350706305154315,100105.0,2.0
0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,271.38589096069336,135.69294548034668,9.518156162160324,4.759078081080162,100106.0,2.0
0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,292.54302978515625,146.27151489257812,23.441687570212025,11.720843785106013,100107.0,2.0
0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,163.14142227172852,163.14142227172852,67.14657564380303,67.14657564380303,100108.0,1.0
0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,457.23066902160645,152.41022300720215,33.31519336445481,11.105064454818272,100109.0,3.0
0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,155.22293853759766,77.61146926879883,5.573957233799324,2.786978616899662,100110.0,2.0
0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,235.8454132080078,58.96135330200195,14.70375850472325,3.6759396261808126,100111.0,4.0
0.0,0.0,4.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,237.1025848388672,59.2756462097168,75.07578434092439,18.768946085231097,100112.0,4.0
