children,old,decile,cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,totweights,hhweights,totY,Y,idh,nbpeople
1.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,71.9219799041748,23.9739933013916,1764.0010986328125,588.0003662109375,82219.0,3.0
1.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,496.1574249267578,124.03935623168945,1691.4649251302083,422.86623128255206,96741.0,4.0
1.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,385.6686019897461,77.13372039794922,2276.328887939453,455.2657775878906,30251.0,5.0
1.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,50.03268241882324,8.338780403137207,2108.619873046875,351.4366455078125,181122.0,6.0
1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,91.7265853881836,22.9316463470459,2713.41748046875,678.3543701171875,199177.0,4.0
1.0,0.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,938.11279296875,234.5281982421875,4172.192871093751,1043.0482177734377,179444.0,4.0
1.0,0.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,526.385498046875,105.277099609375,1692.2601318359375,338.4520263671875,107910.0,5.0
1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2676.7485160827637,669.1871290206909,2280.998806092797,570.2497015231993,2884.0,4.0
1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2485.998899936676,497.1997799873352,2570.135296412877,514.0270592825754,13015.0,5.0
1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,444.040057182312,74.006676197052,3439.759437561035,573.2932395935059,92594.0,6.0
1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,321.04304218292236,45.86329174041748,3598.597023010254,514.0852890014648,5910.0,7.0
1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,359.6099042892456,71.92198085784912,3095.4270935058594,619.0854187011719,79597.0,5.0
1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,587.8840312957764,97.9806718826294,3712.5803833007812,618.7633972167969,175024.0,6.0
1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,87.55719089508057,12.508170127868652,2214.9815368652344,316.4259338378906,119000.0,7.0
1.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,145.92865943908694,29.185731887817386,1608.160400390625,321.632080078125,180625.0,5.0
1.0,0.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,25.016341209411625,4.169390201568604,4733.2115478515625,788.8685913085938,19899.0,6.0
1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1120.5236101150513,224.10472202301025,2601.316848754883,520.2633697509766,14768.0,5.0
1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,575.3758420944214,95.89597368240356,3882.182843889509,647.0304739815848,90890.0,6.0
1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,248.07870864868164,35.439815521240234,2520.2003784179688,360.02862548828125,52379.0,7.0
1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,43.77859783172608,7.296432971954347,2209.5053100585938,368.2508850097656,181042.0,6.0
1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,65.66789817810059,9.381128311157227,3571.1885986328125,510.1697998046875,176126.0,7.0
1.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,187.62255191802979,31.27042531967163,3259.6487731933594,543.2747955322266,174021.0,6.0
1.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,75.04902362823486,8.338780403137207,4035.186309814453,448.3540344238281,19527.0,9.0
1.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,160.5215244293213,22.9316463470459,7201.405517578125,1028.772216796875,203034.0,7.0
1.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3594.0142879486084,898.5035719871521,2247.7411317567567,561.9352829391892,23476.0,4.0
1.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2032.577702999115,406.515540599823,2596.6656155056426,519.3331231011284,6014.0,5.0
1.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,231.40116119384768,38.56686019897461,2743.5595092773438,457.2599182128906,2786.0,6.000000000000001
1.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,379.4145050048828,54.20207214355469,4023.477793375651,574.7825419108073,61962.0,7.0
1.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,67.75259017944336,13.550518035888672,2674.2626190185547,534.8525238037109,20263.0,5.0
1.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,125.08170890808105,20.846951484680176,2224.9066772460938,370.8177795410156,9662.0,6.0
1.0,0.0,10.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,140.71691513061526,28.14338302612305,2251.776885986328,450.3553771972656,82647.0,5.0
1.0,0.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,112.57353973388672,18.762256622314453,4256.9893798828125,709.4982299804688,151146.0,6.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,452.3788423538208,226.1894211769104,867.277717590332,433.638858795166,44012.0,2.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3286.5218267440796,1095.5072755813599,1434.272343635559,478.090781211853,5702.0,3.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,929.7740125656128,232.4435031414032,1774.5877216045674,443.64693040114184,23993.0,4.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,281.43383979797363,56.28676795959473,3274.3811543782554,654.876230875651,46672.0,5.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,37.52451038360596,6.254085063934326,3211.18505859375,535.197509765625,55045.0,6.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,206.38480854034424,68.79493618011475,1168.4637145996094,389.48790486653644,23097.0,3.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,300.19609451293945,75.04902362823486,2096.9720703125,524.243017578125,26447.0,4.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,95.8959732055664,23.9739933013916,1546.84130859375,386.7103271484375,79562.0,4.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,46.90564155578613,9.381128311157227,5704.8236083984375,1140.9647216796875,46774.0,5.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,616.0273761749268,205.3424587249756,1536.8034362792969,512.267812093099,34856.0,3.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,204.30012130737305,51.07503032684326,2137.3165588378906,534.3291397094727,117723.0,4.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,104.2347526550293,20.84695053100586,2613.118362426758,522.6236724853516,19764.0,5.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,41.693902015686035,8.338780403137207,1632.9156494140625,326.5831298828125,205643.0,5.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,54.20207214355469,13.550518035888672,1606.3790283203125,401.5947570800781,37187.0,4.0
1.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,62.54085063934326,12.508170127868652,1810.78857421875,362.15771484375,180132.0,5.0
1.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,96.93832397460938,32.312774658203125,1136.3681030273438,378.78936767578125,97846.0,3.0
1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,578.502908706665,192.83430290222168,1467.1729888916016,489.0576629638672,119410.0,3.0
1.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,100.06536102294922,25.016340255737305,2505.426513671875,626.3566284179688,88618.0,4.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3180.2023587226868,1060.0674529075623,1553.7667149957622,517.9222383319207,2739.0,3.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4015.1227474212646,1003.7806868553162,2051.6736038562863,512.9184009640716,757.0,4.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1198.6996793746948,239.73993587493896,2510.9327806745255,502.1865561349051,6282.0,5.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,368.99103355407715,61.49850559234619,2910.050582885742,485.00843048095703,132917.0,6.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,87.55719089508057,12.508170127868652,2888.2581481933594,412.6083068847656,96983.0,7.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,91.7265853881836,11.46582317352295,3658.482666015625,457.3103332519531,158354.0,8.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,737.9820690155029,184.49551725387573,2048.1755038174715,512.0438759543679,5863.0,4.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,46.90564155578613,9.381128311157227,2163.335723876953,432.6671447753906,45345.0,5.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,156.35213470458984,26.05868911743164,2055.25341796875,342.542236328125,117694.0,6.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0653648376465,25.016341209411625,1921.0699462890623,480.26748657226557,113866.0,4.0
1.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,52.11737632751465,10.42347526550293,1674.6578979492188,334.93157958984375,31486.0,5.0
1.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,125.08170318603516,20.84695053100586,4714.8050537109375,785.8008422851562,148227.0,6.0
1.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,51.07503080368043,7.296432971954347,5925.513671875,846.501953125,38211.0,7.0
1.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,198.04603338241577,39.609206676483154,1777.5869750976562,355.51739501953125,44421.0,5.0
1.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,50.03268241882324,8.338780403137207,1890.7987060546875,315.13311767578125,85292.0,6.0
1.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,43.77859783172608,7.296432971954347,3277.16015625,546.193359375,41880.0,6.0
1.0,0.0,10.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,83.38780212402344,10.42347526550293,2790.289794921875,348.7862243652344,217783.0,8.0
1.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,416.93902492523193,83.38780498504639,2067.6675415039062,413.53350830078125,11654.0,5.0
1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.3816366195679,577.460545539856,1440.7791481018066,480.25971603393555,2969.0,3.0
1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,220.97768020629883,55.24442005157471,2210.2335205078125,552.5583801269531,32196.0,4.0
1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,145.92865943908694,29.185731887817386,4229.028625488281,845.8057250976562,51533.0,5.0
1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,66.71024322509766,16.677560806274414,1549.177490234375,387.29437255859375,128999.0,4.0
1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,57.329115867614746,11.46582317352295,2049.564666748047,409.9129333496094,80947.0,5.0
1.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,41.693902015686035,8.338780403137207,2120.0108337402344,424.0021667480469,176131.0,5.0
1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,87.55719375610352,21.88929843902588,1777.7413330078125,444.4353332519531,68594.0,4.0
1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1563.5212850570679,312.7042570114136,2170.19287109375,434.03857421875,5719.0,5.0
1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,112.57353973388672,18.762256622314453,3382.4647521972656,563.7441253662109,90648.0,6.0
1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,78.17606449127197,15.635212898254395,2890.091552734375,578.018310546875,142856.0,5.0
1.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,143.8439598083496,23.9739933013916,2288.0361328125,381.33935546875,75301.0,6.0
1.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,156.35213470458984,26.05868911743164,2959.01513671875,493.169189453125,175832.0,6.0
1.0,0.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,66.71024322509766,8.338780403137207,3698.058349609375,462.2572937011719,179675.0,8.0
1.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,52.11737632751465,10.42347526550293,2394.71923828125,478.94384765625,116486.0,5.0
1.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,52.11737632751465,10.42347526550293,1744.43603515625,348.88720703125,179310.0,5.0
1.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,200.13072204589844,25.016340255737305,2775.04150390625,346.88018798828125,177478.0,8.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14109.216372013092,4703.072124004364,758.5289051811102,252.84296839370342,6004.0,3.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6124.83420753479,1531.2085518836975,1013.6376940668846,253.40942351672115,512.0,4.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2480.7871627807617,496.15743255615234,1261.050937652588,252.21018753051757,3739.0,5.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,606.646276473999,101.1077127456665,1381.0130767822266,230.1688461303711,4317.0,6.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,430.48953580856323,61.49850511550903,1796.052589416504,256.57894134521484,8441.0,7.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,412.76962661743164,103.19240665435791,1062.8287150065105,265.7071787516276,8493.0,4.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,432.5742244720459,86.51484489440918,1155.0263214111328,231.00526428222656,148788.0,5.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,106.3194522857666,17.719908714294434,1441.392105102539,240.23201751708984,52652.0,6.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,542.0207176208496,135.5051794052124,948.7014038085938,237.17535095214845,52230.0,4.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,776.5489053726196,155.30978107452393,1302.3159662882488,260.4631932576497,52490.0,5.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1851.2091751098633,308.53486251831055,1467.2951965332031,244.54919942220053,12101.0,6.0
1.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,41.693902015686035,8.338780403137207,1283.1753540039062,256.63507080078125,66298.0,5.0
