children,old,decile,cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,totweights,hhweights,totY,Y,idh,nbpeople
1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,129689.70153808594,25937.940307617188,361.0969467163086,72.21938934326172,11001101.0,5.0
1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13409.1962890625,3352.299072265625,256.01504516601557,64.00376129150389,899952201.0,4.0
1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,18851.982421875,3141.9970703125,420.9351196289063,70.15585327148439,84101201.0,6.0
1.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,30030.35888671875,6006.07177734375,308.7089157104492,61.741783142089844,895172201.0,5.0
1.0,1.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,24041.1796875,4006.86328125,418.26072692871094,69.71012115478516,896771301.0,6.0
1.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,22394.02880859375,2035.82080078125,762.7225875854492,69.33841705322266,15361202.0,11.0
1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1255.8892822265625,251.1778564453125,319.9310493469239,63.98620986938477,11571103.0,5.0
1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3362.2635498046875,480.3233642578125,481.7481689453125,68.8211669921875,88491102.0,7.0
1.0,1.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,17780.4921875,2222.5615234375,611.652099609375,76.45651245117188,34591102.0,8.0
1.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2880.4055786132817,411.4865112304688,557.3378829956055,79.61969757080078,19201101.0,7.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20404.09228515625,5101.0230712890625,291.55616251627606,72.88904062906902,17681203.0,4.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12292.00341796875,4097.33447265625,189.712158203125,63.237386067708336,29251103.0,3.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5313.626708984375,1062.725341796875,355.43861389160156,71.08772277832031,34581104.0,5.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42922.2509765625,7153.70849609375,417.30967712402344,69.5516128540039,893501204.0,6.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,37728.57666015625,7545.71533203125,326.9623438517253,65.39246877034505,11571101.0,5.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22197.1015625,5549.275390625,306.49835205078125,76.62458801269531,895572201.0,4.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6557.488037109374,1092.9146728515623,452.3960723876953,75.39934539794922,880522101.0,6.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,394.2914581298828,78.85829162597656,325.77659606933594,65.15531921386719,801121101.0,5.0
