,code,year,datalevel,cpi2011,icp2011
187,BOL,2006,2,0.7016519343473122,2.906105727
188,BOL,2007,2,0.7811755602739789,2.906105727
189,BOL,2008,2,0.8851325322196242,2.906105727
190,BOL,2009,2,0.8920476300550234,2.906105727
191,BOL,2011,2,1.0142911939834516,2.906105727
192,BOL,2012,2,1.0582404831567092,2.906105727
193,BOL,2013,2,1.1376872742481345,2.906105727
194,BOL,2014,2,1.1790241932292016,2.906105727
195,BOL,2015,2,1.2300422491798273,2.906105727
196,BOL,2016,2,1.2730695247012704,2.906105727
197,BOL,2017,2,1.3124855827710138,2.906105727
198,BRA,1981,2,0.0020984312424594093,1.658782636
199,BRA,1982,2,0.004247421107517095,1.658782636
200,BRA,1983,2,0.010463465477396449,1.658782636
201,BRA,1984,2,0.030662819267480924,1.658782636
202,BRA,1985,2,0.09886587122266828,1.658782636
203,BRA,1986,2,0.0021478306434455337,1.658782636
204,BRA,1987,2,0.008173646746771892,1.658782636
205,BRA,1988,2,0.06236413549635641,1.658782636
206,BRA,1989,2,0.8542800869159508,1.658782636
207,BRA,1990,2,29.085723104620612,1.658782636
208,BRA,1992,2,1672.293925695941,1.658782636
209,BRA,1993,2,33.33099965215523,1.658782636
210,BRA,1995,2,0.3584794979188824,1.658782636
211,BRA,1996,2,0.4060226388429625,1.658782636
212,BRA,1997,2,0.42834894599635437,1.658782636
213,BRA,1998,2,0.4380532869208832,1.658782636
214,BRA,1999,2,0.46544403758499703,1.658782636
215,BRA,2001,2,0.5340007048237803,1.658782636
216,BRA,2002,2,0.5763529416976321,1.658782636
217,BRA,2003,2,0.6636317907138644,1.658782636
218,BRA,2004,2,0.7081248238636514,1.658782636
219,BRA,2005,2,0.7508714971821555,1.658782636
220,BRA,2006,2,0.7786325965691101,1.658782636
221,BRA,2007,2,0.8109161657260441,1.658782636
222,BRA,2008,2,0.8616027543464352,1.658782636
223,BRA,2009,2,0.8990230301795239,1.658782636
224,BRA,2011,2,1.0101336689623275,1.658782636
225,BRA,2012,2,1.0634909837384843,1.658782636
226,BRA,2013,2,1.1257968871673694,1.658782636
227,BRA,2014,2,1.201748485002064,1.658782636
228,BRA,2015,2,1.315827935498052,1.658782636
229,BRA,2016,2,1.411175268701346,1.658782636
230,BRA,2017,2,1.4598095934747852,1.658782636
231,BTN,2003,2,0.6211238143487786,16.96290663
232,BTN,2007,2,0.7592207893795033,16.96290663
233,BTN,2012,2,1.1091966148021868,16.96290663
234,BTN,2017,2,1.4795808581084786,16.96290663
235,BWA,1985,2,0.09739514757683719,4.438052739
236,BWA,1993,2,0.23022284861507086,4.438052739
237,BWA,2002,2,0.49014463720307044,4.438052739
238,BWA,2009,2,0.8770710743038926,4.438052739
239,BWA,2015,2,1.254492252842066,4.438052739
240,CAF,1992,2,0.46631381918873016,267.8691005
241,CAF,2003,2,0.7924643092446656,267.8691005
242,CAF,2008,2,0.9395657430205364,267.8691005
243,CAN,1981,2,0.41319614002595767,1.284584151
244,CAN,1987,2,0.5712994811511303,1.284584151
245,CAN,1991,2,0.6905374560221705,1.284584151
246,CAN,1994,2,0.7150803041819795,1.284584151
247,CAN,1997,2,0.753945670436112,1.284584151
248,CAN,1998,2,0.7614545115950532,1.284584151
249,CAN,2000,2,0.795731067450353,1.284584151
250,CAN,2004,2,0.8731836453071521,1.284584151
251,CAN,2007,2,0.9298477955836127,1.284584151
252,CAN,2010,2,0.9717027312607205,1.284584151
253,CAN,2013,2,1.024681925485542,1.284584151
254,CHE,2006,2,0.965006186098109,1.6134187919999998
255,CHE,2007,2,0.9720732722655002,1.6134187919999998
256,CHE,2008,2,0.995656258463354,1.6134187919999998
257,CHE,2009,2,0.9908724034867459,1.6134187919999998
258,CHE,2010,2,0.9976919543883542,1.6134187919999998
259,CHE,2011,2,1.0,1.6134187919999998
260,CHE,2012,2,0.9930744930436652,1.6134187919999998
261,CHE,2013,2,0.9909164757250265,1.6134187919999998
262,CHE,2014,2,0.9907854007780158,1.6134187919999998
263,CHE,2015,2,0.9794518326972165,1.6134187919999998
264,CHE,2016,2,0.9751950177514451,1.6134187919999998
265,CHL,1987,2,0.1715774621850005,391.6442351
266,CHL,1990,2,0.3227555481268321,391.6442351
267,CHL,1992,2,0.43359597348752926,391.6442351
268,CHL,1994,2,0.5290219166864403,391.6442351
269,CHL,1996,2,0.6098399471038143,391.6442351
270,CHL,1998,2,0.6759184296636802,391.6442351
271,CHL,2000,2,0.7258200097423245,391.6442351
272,CHL,2003,2,0.7776318857215587,391.6442351
273,CHL,2006,2,0.8433073789027438,391.6442351
274,CHL,2009,2,0.9531488663507639,391.6442351
275,CHL,2011,2,1.0149809278304014,391.6442351
276,CHL,2013,2,1.0605789968819541,391.6442351
277,CHL,2015,2,1.1623903859757778,391.6442351
278,CHL,2017,2,1.2193250768644797,391.6442351
279,CHN,1981,0,0.1769007444381714,3.0364999771118164
280,CHN,1981,1,0.17300739884376526,3.9042999744415283
281,CHN,1982,0,0.18026185035705566,3.0364999771118164
282,CHN,1982,1,,3.9042999744415283
283,CHN,1983,0,0.18296578526496887,3.0364999771118164
284,CHN,1983,1,,3.9042999744415283
285,CHN,1984,0,0.1880888193845749,3.0364999771118164
286,CHN,1984,1,0.1848568171262741,3.9042999744415283
287,CHN,1985,0,0.20238357782363892,3.0364999771118164
288,CHN,1985,1,0.20685477554798126,3.9042999744415283
289,CHN,1986,0,0.2147289663553238,3.0364999771118164
290,CHN,1986,1,0.22133462131023407,3.9042999744415283
291,CHN,1987,0,0.22804217040538788,3.0364999771118164
292,CHN,1987,1,0.24081206321716309,3.9042999744415283
293,CHN,1988,0,0.26794955134391785,3.0364999771118164
294,CHN,1988,1,0.29066017270088196,3.9042999744415283
295,CHN,1989,0,0.3196638226509094,3.0364999771118164
296,CHN,1989,1,0.33803775906562805,3.9042999744415283
297,CHN,1990,0,0.33404868841171265,3.0364999771118164
298,CHN,1990,1,0.34243226051330566,3.9042999744415283
299,CHN,1991,0,0.3417317867279053,3.0364999771118164
300,CHN,1991,1,0.35989630222320557,3.9042999744415283
301,CHN,1992,0,0.3577931821346283,3.0364999771118164
302,CHN,1992,1,0.390847384929657,3.9042999744415283
303,CHN,1993,0,0.40681084990501404,3.0364999771118164
304,CHN,1993,1,0.4537737965583801,3.9042999744415283
305,CHN,1994,0,0.5020046234130859,3.0364999771118164
306,CHN,1994,1,0.5672172904014587,3.9042999744415283
307,CHN,1995,0,0.589855432510376,3.0364999771118164
308,CHN,1995,1,0.6625097393989563,3.9042999744415283
309,CHN,1996,0,0.6364539861679077,3.0364999771118164
310,CHN,1996,1,0.72081059217453,3.9042999744415283
311,CHN,1997,0,0.6523653268814087,3.0364999771118164
312,CHN,1997,1,0.7431557774543762,3.9042999744415283
313,CHN,1998,0,0.645841658115387,3.0364999771118164
314,CHN,1998,1,0.738696813583374,3.9042999744415283
315,CHN,1999,0,0.636154055595398,3.0364999771118164
316,CHN,1999,1,0.7290937304496765,3.9042999744415283
317,CHN,2000,0,0.6355178952217102,3.0364999771118164
318,CHN,2000,1,0.7349265217781067,3.9042999744415283
319,CHN,2001,0,0.6406020522117615,3.0364999771118164
320,CHN,2001,1,0.7400709986686707,3.9042999744415283
321,CHN,2002,0,0.6380396485328674,3.0364999771118164
322,CHN,2002,1,0.7326703071594238,3.9042999744415283
323,CHN,2003,0,0.6482482552528381,3.0364999771118164
324,CHN,2003,1,0.7392643094062805,3.9042999744415283
325,CHN,2004,0,0.6793642044067383,3.0364999771118164
326,CHN,2004,1,0.7636600136756897,3.9042999744415283
327,CHN,2005,0,0.694310188293457,3.0364999771118164
328,CHN,2005,1,0.7758786082267761,3.9042999744415283
329,CHN,2006,0,0.7078291177749634,3.0364999771118164
330,CHN,2006,1,0.7901744842529297,3.9042999744415283
331,CHN,2007,0,0.7784010767936707,3.0364999771118164
332,CHN,2007,1,0.8391919732093811,3.9042999744415283
333,CHN,2008,0,0.8615919351577759,3.0364999771118164
334,CHN,2008,1,0.9037764072418213,3.9042999744415283
335,CHN,2009,0,0.8603038787841797,3.0364999771118164
336,CHN,2009,1,0.8997431993484497,3.9042999744415283
337,CHN,2010,0,0.9069400429725647,3.0364999771118164
338,CHN,2010,1,0.936504065990448,3.9042999744415283
339,CHN,2011,0,1.0,3.0364999771118164
340,CHN,2011,1,1.0,3.9042999744415283
341,CHN,2012,0,1.0350946187973022,3.0364999771118164
342,CHN,2012,1,1.0269999504089355,3.9042999744415283
343,CHN,2013,0,1.078864336013794,3.0364999771118164
344,CHN,2013,1,1.0537019968032837,3.9042999744415283
345,CHN,2014,0,1.1041009426116943,3.0364999771118164
346,CHN,2014,1,1.0758297443389893,3.9042999744415283
347,CHN,2015,0,1.125788688659668,3.0364999771118164
348,CHN,2015,1,1.091967225074768,3.9042999744415283
349,CIV,1985,2,0.3199038592087598,235.6879083
350,CIV,1986,2,0.3501168962473702,235.6879083
351,CIV,1987,2,0.3767454228877846,235.6879083
352,CIV,1988,2,0.39954423626124547,235.6879083
353,CIV,1992,2,0.4282109569115386,235.6879083
354,CIV,1995,2,0.6227473865149386,235.6879083
355,CIV,1998,2,0.694470755503403,235.6879083
356,CIV,2002,2,0.7713495729754521,235.6879083
357,CIV,2008,2,0.9321241097882981,235.6879083
358,CIV,2015,2,1.0569200258626903,235.6879083
359,CMR,1996,2,0.676311646044858,230.3752697
360,CMR,2001,2,0.7873020976375636,230.3752697
361,CMR,2007,2,0.883706088236201,230.3752697
362,CMR,2014,2,1.0678643828517624,230.3752697
363,COD,2004,2,0.4980620530281537,537.7323459
364,COD,2012,2,1.089154883376958,537.7323459
365,COG,2005,2,0.8166255342978128,296.5002862
366,COG,2011,2,1.0,296.5002862
367,COL,1980,2,0.010868388834521164,1196.95463
368,COL,1988,2,0.05591113748140421,1196.95463
369,COL,1989,2,0.07569222240643736,1196.95463
370,COL,1991,2,0.12717406485199254,1196.95463
371,COL,1992,2,0.1598256117724159,1196.95463
372,COL,1996,2,0.34989100847681603,1196.95463
373,COL,1999,2,0.5259496336329652,1196.95463
374,COL,2000,2,0.5724224319486828,1196.95463
375,COL,2001,2,0.6168545085818727,1196.95463
376,COL,2002,2,0.6604517445267569,1196.95463
377,COL,2003,2,0.7009878979478517,1196.95463
378,COL,2004,2,0.7418023315983819,1196.95463
379,COL,2005,2,0.7796484428016,1196.95463
380,COL,2008,2,0.9235193214197184,1196.95463
381,COL,2009,2,0.9454106994686386,1196.95463
382,COL,2010,2,0.969899359658958,1196.95463
383,COL,2011,2,1.0083020313210453,1196.95463
384,COL,2012,2,1.0363155744175434,1196.95463
385,COL,2013,2,1.0544965494073273,1196.95463
386,COL,2014,2,1.0930847412223763,1196.95463
387,COL,2015,2,1.1629330788106647,1196.95463
388,COL,2016,2,1.232317616016568,1196.95463
389,COL,2017,2,1.2830573778502938,1196.95463
390,COM,2004,2,0.8051793272794204,220.572489
391,COM,2013,2,1.0312029618968388,220.572489
392,CPV,2001,2,0.7933286109329457,47.56513987
393,CPV,2007,2,0.8890145419017206,47.56513987
394,CRI,1981,2,0.011468258296167747,343.7856684
395,CRI,1986,2,0.041653049651302565,343.7856684
396,CRI,1989,2,0.068515315400447,343.7856684
397,CRI,1990,2,0.08234155750019112,343.7856684
398,CRI,1991,2,0.10677223221680533,343.7856684
399,CRI,1992,2,0.129294455602103,343.7856684
400,CRI,1993,2,0.1420326019063173,343.7856684
401,CRI,1994,2,0.1588351478334465,343.7856684
402,CRI,1995,2,0.19569973309302932,343.7856684
403,CRI,1996,2,0.23242769420572698,343.7856684
404,CRI,1997,2,0.26312569155365323,343.7856684
405,CRI,1998,2,0.2939698698413318,343.7856684
406,CRI,1999,2,0.3206113461111392,343.7856684
407,CRI,2000,2,0.35803371053598504,343.7856684
408,CRI,2001,2,0.3984180066218109,343.7856684
409,CRI,2002,2,0.43415649891014624,343.7856684
410,CRI,2003,2,0.47534217694580716,343.7856684
411,CRI,2004,2,0.5344562299608593,343.7856684
412,CRI,2005,2,0.6079353308656503,343.7856684
413,CRI,2006,2,0.6810456913177075,343.7856684
414,CRI,2007,2,0.740653609781293,343.7856684
415,CRI,2008,2,0.8456027528851892,343.7856684
416,CRI,2009,2,0.9039722248787315,343.7856684
417,CRI,2010,2,0.9553366758284152,343.7856684
418,CRI,2011,2,1.0049555457902146,343.7856684
419,CRI,2012,2,1.0446376287600845,343.7856684
420,CRI,2013,2,1.1053745820694725,343.7856684
421,CRI,2014,2,1.1626992894469381,343.7856684
422,CRI,2015,2,1.158958865875914,343.7856684
423,CRI,2016,2,1.1644700294933565,343.7856684
424,CRI,2017,2,1.1780140751021346,343.7856684
425,CYP,2004,2,0.4895308004427407,0.711552766
426,CYP,2005,2,0.502055203506324,0.711552766
427,CYP,2006,2,0.514585875018272,0.711552766
428,CYP,2007,2,0.5267943915149469,0.711552766
429,CYP,2008,2,0.9421080563833454,0.711552766
430,CYP,2009,2,0.945632255522165,0.711552766
431,CYP,2010,2,0.9681502127837162,0.711552766
432,CYP,2011,2,1.0,0.711552766
433,CYP,2012,2,1.0238874696742117,0.711552766
434,CYP,2013,2,1.0197985063960684,0.711552766
435,CYP,2014,2,1.0059803987104823,0.711552766
436,CYP,2015,2,0.9848849882131523,0.711552766
437,CYP,2016,2,0.968261230374797,0.711552766
438,CZE,1988,2,0.2848998360144489,14.900969240000002
439,CZE,1993,2,0.45941200407770516,14.900969240000002
440,CZE,1996,2,0.5992440090926417,14.900969240000002
441,CZE,2004,2,0.837816448470913,14.900969240000002
442,CZE,2005,2,0.853375537691599,14.900969240000002
443,CZE,2006,2,0.8749999812853156,14.900969240000002
444,CZE,2007,2,0.8999648463367202,14.900969240000002
445,CZE,2008,2,0.9571905336035633,14.900969240000002
446,CZE,2009,2,0.9669479209258169,14.900969240000002
447,CZE,2010,2,0.9811884483385627,14.900969240000002
448,CZE,2011,2,1.0,14.900969240000002
449,CZE,2012,2,1.0328762358990466,14.900969240000002
450,CZE,2013,2,1.0477320272779251,14.900969240000002
451,CZE,2014,2,1.0513361012102111,14.900969240000002
452,CZE,2015,2,1.0545885636509624,14.900969240000002
453,CZE,2016,2,1.0617967115155347,14.900969240000002
454,DEU,1991,2,1.3451713635579174,0.818029202
455,DEU,1994,2,1.5161920725735631,0.818029202
456,DEU,1995,2,1.5420607610755712,0.818029202
457,DEU,1998,2,1.6092874542321185,0.818029202
458,DEU,2000,2,1.6420224652645445,0.818029202
459,DEU,2001,2,1.6745978453714372,0.818029202
460,DEU,2002,2,1.6983906009306833,0.818029202
461,DEU,2003,2,0.8773677523396957,0.818029202
462,DEU,2004,2,0.8919823813043489,0.818029202
463,DEU,2005,2,0.9057805188158901,0.818029202
464,DEU,2006,2,0.9200685960450392,0.818029202
465,DEU,2007,2,0.9412149324058835,0.818029202
466,DEU,2008,2,0.9659536368288769,0.818029202
467,DEU,2009,2,0.9689745206681687,0.818029202
468,DEU,2010,2,0.9796701550922675,0.818029202
469,DEU,2011,2,1.0,0.818029202
470,DEU,2013,2,1.0354343388470921,0.818029202
471,DEU,2015,2,1.047273016459807,0.818029202
472,DJI,2002,2,0.6828939424899101,101.48058389999998
473,DJI,2012,2,1.0373120965328126,101.48058389999998
474,DJI,2013,2,1.0653821068715061,101.48058389999998
475,DJI,2017,2,1.1066988070047803,101.48058389999998
476,DNK,2003,2,0.8504778381659639,8.523886415
477,DNK,2004,2,0.8602954267741725,8.523886415
478,DNK,2005,2,0.8759339557403317,8.523886415
479,DNK,2006,2,0.8927888526850156,8.523886415
480,DNK,2007,2,0.9079061765477602,8.523886415
481,DNK,2008,2,0.9389227061741126,8.523886415
482,DNK,2009,2,0.9511728822478878,8.523886415
483,DNK,2010,2,0.9731537794126361,8.523886415
484,DNK,2011,2,1.0,8.523886415
485,DNK,2012,2,1.023979147044136,8.523886415
486,DNK,2013,2,1.0320590883246643,8.523886415
487,DNK,2014,2,1.037880102928356,8.523886415
488,DNK,2015,2,1.0425716913165004,8.523886415
489,DNK,2016,2,1.0451780880622796,8.523886415
490,DOM,1986,2,0.03147157989844043,20.74102992
491,DOM,1989,2,0.0723143100659668,20.74102992
492,DOM,1992,2,0.16763258461091168,20.74102992
493,DOM,1996,2,0.2228180298241704,20.74102992
494,DOM,1997,2,0.2400963405904591,20.74102992
495,DOM,2000,2,0.3042757135986031,20.74102992
496,DOM,2001,2,0.32224867109218136,20.74102992
497,DOM,2002,2,0.3396027992781982,20.74102992
498,DOM,2003,2,0.45214902878703295,20.74102992
499,DOM,2004,2,0.6686854991292557,20.74102992
500,DOM,2005,2,0.6968825941230454,20.74102992
501,DOM,2006,2,0.7298419847560064,20.74102992
502,DOM,2007,2,0.7795635799055254,20.74102992
503,DOM,2008,2,0.8932129400233693,20.74102992
504,DOM,2009,2,0.8791951093946825,20.74102992
505,DOM,2010,2,0.9293060203750243,20.74102992
506,DOM,2011,2,1.0182398102900159,20.74102992
507,DOM,2012,2,1.0447589387533325,20.74102992
508,DOM,2013,2,1.0983654623694237,20.74102992
509,DOM,2014,2,1.129430726192397,20.74102992
510,DOM,2015,2,1.1338821512054755,20.74102992
511,DOM,2016,2,1.1492253610408094,20.74102992
512,DOM,2017,2,1.1848525730455721,20.74102992
513,DZA,1988,2,0.11611206211122364,31.772286910000002
514,DZA,1995,2,0.4954074383017997,31.772286910000002
515,DZA,2011,2,1.0151154753468208,31.772286910000002
516,ECU,1987,2,76.9697061726756,0.547234451
517,ECU,1994,2,1381.8791191848563,0.547234451
518,ECU,1995,2,1772.3492058154377,0.547234451
519,ECU,1998,2,3613.0995389073014,0.547234451
520,ECU,1999,2,5013.802620157261,0.547234451
521,ECU,2000,2,0.5085517401542624,0.547234451
522,ECU,2003,2,0.7403129992988272,0.547234451
523,ECU,2004,2,0.7528992937109057,0.547234451
524,ECU,2005,2,0.7835405805802425,0.547234451
525,ECU,2006,2,0.8004680348641423,0.547234451
526,ECU,2007,2,0.8220691908495718,0.547234451
527,ECU,2008,2,0.8971786770512693,0.547234451
528,ECU,2009,2,0.9331921343480666,0.547234451
529,ECU,2010,2,0.9648448807926043,0.547234451
