index,country,income_cat,n,c,axfin,gamma_SP,k,fa,v,shew,iso3,avg_prod_k
205,Tajikistan,poor,0.2,1015.217661,0.0,0.756156323,1977.315448,0.212582966,0.434214596,0.6,TJK,0.38543
206,Tanzania,nonpoor,0.8,2737.439029,0.17232039999999998,1.171674438,6620.216059,0.013951628,0.442447213,0.8,TZA,0.4132
207,Tanzania,poor,0.2,873.7576686000001,0.0399119,0.313302249,2133.339107,0.01225021,0.7,0.8,TZA,0.4132
208,Thailand,nonpoor,0.8,16237.526269999997,0.4738743,1.200229795,65574.98374,0.120235023,0.123626645,0.8,THA,0.24034
209,Thailand,poor,0.2,4708.952277,0.3508187,0.19908082,27539.92319,0.146586891,0.6523445999999999,0.8,THA,0.24034
210,Togo,nonpoor,0.8,1600.965032,0.04994747,0.116845731,4335.857527,0.036829127,0.69739886,0.2,TGO,0.37089
211,Togo,poor,0.2,325.7112549,0.01588689,4.532617076,800.8566787999998,0.047032447000000005,0.7,0.2,TGO,0.37089
212,Turkey,nonpoor,0.8,21862.80112,0.05568721,1.148918462,53383.8156,0.007523020999999999,0.221038537,0.8,TUR,0.41217
213,Turkey,poor,0.2,5384.469066,0.02105567,0.404326153,11702.79391,0.009171839,0.7,0.8,TUR,0.41217
214,Uganda,nonpoor,0.8,1908.026774,0.2165355,0.999566013,3408.196582,0.021947899,0.382020597,0.6,UGA,0.57357
215,Uganda,poor,0.2,470.7776008,0.086366,1.001735946,494.208438,0.043240637,0.7,0.6,UGA,0.57357
216,Ukraine,nonpoor,0.8,9549.183097,0.08083077,1.053105151,39971.91965,0.033060605,0.415308316,0.0,UKR,0.24585
217,Ukraine,poor,0.2,4343.341549,0.01426494,0.7875793959999999,13142.00827,0.040306486,0.7,0.0,UKR,0.24585
218,United Kingdom,nonpoor,0.8,43500.6602,0.4958916,1.135203502,147424.759,0.005477919,0.2616344,1.0,GBR,0.30313
219,United Kingdom,poor,0.2,10654.73031,0.4119409000000001,0.459185993,19473.54027,0.0066785130000000005,0.3,1.0,GBR,0.30313
220,United States,nonpoor,0.8,61159.35589,0.6209439999999999,0.929212168,197385.5065,0.006056726,0.278489152,0.8,USA,0.31874
221,United States,poor,0.2,12065.01459,0.33614190000000005,1.283151326,15832.17351,0.007384177,0.392719849,0.8,USA,0.31874
222,Uruguay,nonpoor,0.8,22467.38041,0.08380116,1.178730687,77076.35523,0.013013312,0.4000574120000001,0.6,URY,0.29189
223,Uruguay,poor,0.2,4959.561024000001,0.01661895,0.28507725,16577.82191,0.015865435,0.7,0.6,URY,0.29189
224,Uzbekistan,nonpoor,0.8,5787.486532,0.009112436,1.072198898,8113.391106999998,0.035411746,0.125977592,0.0,UZB,0.73018
225,Uzbekistan,poor,0.2,1860.799473,0.006892152,0.711204408,1799.11347,0.043172925999999986,0.434214596,0.0,UZB,0.73018
226,"Venezuela, RB",nonpoor,0.8,21089.07771,0.1806533,1.1813559340000002,67445.856,0.004375679,0.6764212740000001,0.0,VEN,0.31317
227,"Venezuela, RB",poor,0.2,3716.680222,0.06972021,0.274576266,11447.36149,0.005334695,0.7,0.0,VEN,0.31317
228,Vietnam,nonpoor,0.8,5955.429865,0.1027114,1.163236634,22074.36955,0.210774151,0.217246825,0.8,VNM,0.2697
229,Vietnam,poor,0.2,1801.298137,0.03995232,0.34705346299999995,6706.545681000001,0.256969447,0.3,0.8,VNM,0.2697
230,"Yemen, Rep.",nonpoor,0.8,4414.79202,0.01687924,1.116920163,20200.69118,0.038270872,0.3,0.2,YEM,0.21913000000000002
231,"Yemen, Rep.",poor,0.2,1502.255618,0.0,0.532319347,6639.824914,0.046658686,0.3,0.2,YEM,0.21913000000000002
232,Zambia,nonpoor,0.8,4579.3961100000015,0.17678870000000002,1.190068842,10772.49449,0.022284622,0.442447213,0.8,ZMB,0.42575
233,Zambia,poor,0.2,680.117738,0.02737125,0.239724633,1531.727368,0.045106224,0.7,0.8,ZMB,0.42575
