ISO,RCP85_2030_SSP4_RP100_GFDL,RCP85_2030_SSP5_RP100_GFDL,RCP85_2030_SSP4_RP100_hadGEM,RCP85_2030_SSP5_RP100_hadGEM,RCP85_2030_SSP4_RP100_IPSL,RCP85_2030_SSP5_RP100_IPSL,RCP85_2030_SSP4_RP100_MIROC,RCP85_2030_SSP5_RP100_MIROC,RCP85_2030_SSP4_RP100_NorESM,RCP85_2030_SSP5_RP100_NorESM,max_SSP4,max_SSP5,min_SSP4,min_SSP5,wbregion,tot_pop_ssp4,tot_pop_ssp5,max_SSP4_region,max_SSP5_region,min_SSP4_region,min_SSP5_region
KAZ,-4873331.62385,-4863495.65838,-2707361.18107,-2703993.5424699998,5952775.90593999,6014307.23973001,-267900.16269000096,-264606.798720001,1054325.97937,1067151.90739,0.3297838302474401,0.33046371067402763,-0.2699826088490138,-0.26723091422702705,ECA,18050539.05,18199599.67,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
KEN,10310022.420000002,6080998.390000001,-3877548.9143000003,-4432846.6796,-19310762.5823,-19640286.892300002,5853839.579999998,2188204.0700000003,7803702.367999999,5283575.7127,0.1586267713771883,0.10605096660159918,-0.29710933657326266,-0.3425212893801035,SSA,64995475.42,57340339.129999995,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
KWT,608428.8999999999,751909.1000000001,-119843.9,-119843.9,-78040.0,-75002.79999999999,1729908.0,1864295.2000000002,0.0,0.0,0.405113986752914,0.40701402163923706,-0.02806533070950452,-0.026164390547125025,YHI,4270175.942,4580420.086,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
KGZ,263414.1,200632.82000000007,0.0,0.0,387299.26,341228.69,0.0,0.0,49942.619999999995,4013.640000000014,0.06554621350180749,0.06039124367963578,0.0,0.0,ECA,5908796.852,5650300.759,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
LAO,2054114.4300000006,1330735.5,6594760.53,5768978.2,5393547.33,4597074.1,3919636.93,3377925.5000000005,-169054.90000000002,-174887.5,0.8076945488328353,0.7956445190273379,-0.020705030995792673,-0.02412009128781134,EAP,8164918.952999999,7250698.097000001,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
LVA,-1599.729999999996,-1445.479999999996,-56277.6399999999,-34058.31999999983,1102835.5599999998,1119594.38,0.0,0.0,510980.16000000015,531544.0800000001,0.5565632295984484,0.5576806822266955,-0.028401392019476383,-0.016964775343991115,YHI,1981509.919,2007590.3930000002,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
LBN,2476573.0,2459887.0,0.0,0.0,3603971.0,3587285.0,391293.0,374607.0,3397971.0,3381285.0,0.7713036222508778,0.7708003599242116,0.0,0.0,MNA,4672571.081,4653974.215,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
LSO,0.0,0.0,0.0,0.0,612325.0,570974.8,0.0,0.0,0.0,0.0,0.2419771908626716,0.23479192135149876,0.0,0.0,SSA,2530507.102,2431833.245,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
LBR,75945.4,72060.6,1067013.1,897632.0,2011721.8,1908817.7,389525.7,369600.4,373812.9,354691.4,0.25306502528461416,0.2530649279862366,0.009553569768568465,0.009553563208076392,SSA,7949426.427999999,7542798.266,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
LBY,1749292.0843899995,1688286.2752299998,2210720.93769,2175784.0171299996,4921333.73849,4858636.2293300005,4682832.54559,4622593.92503,4803947.80159,4749231.78103,0.6138603507399469,0.6117724008493773,0.21819716148731166,0.21257960035854298,MNA,8017024.9350000005,7941901.632999999,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
LTU,-154386.89999999997,-156278.59999999998,-73855.70000000019,-87325.0,921533.1,916162.8,0.0,0.0,1250258.4,1240364.2999999998,0.41945243530213344,0.41857208258767875,-0.05179566174780104,-0.05273761834800212,YHI,2980691.718,2963323.0489999996,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
LUX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,662372.942,750502.6359999999,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
MAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,665709.6610000001,704168.19,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
MKD,-9474.799999999988,3721.5,390303.4,403499.7,489104.9,502301.2,489104.9,502301.2,489104.9,502301.2,0.22750270467934544,0.22750241582372185,-0.004407117218199735,0.0016855429381573861,ECA,2149886.089,2207893.917,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
MDG,9887129.9,8503150.6,9013946.4,7491502.84,-1984333.44,-1984333.44,21148234.810000002,17065826.14,13486879.9,9866773.229999999,0.5940721787756021,0.5574203435013189,-0.05574163993869923,-0.06481419760590351,SSA,35598763.19,30615721.759999998,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
MWI,0.0,0.0,5419437.1,4740780.0,0.0,0.0,21014751.0,17592219.9,-10076406.7,-10306415.7,0.7605568121541781,0.7278343837632882,-0.3646809689879743,-0.42640233935557953,SSA,27630744.56,24170635.919999998,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
MYS,4546975.620000001,4600928.73,-359558.30000000005,-357654.30000000005,526280.0,527739.8,0.0,0.0,-1989780.4,-1989780.4,0.12640622550779376,0.12762871531118,-0.055316027833328923,-0.05519605521108905,EAP,35971136.72,36049322.59,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
MDV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAS,390522.43799999997,388837.74,0.1705648639874173,0.15314798024090653,-0.3446286968782827,-0.3620236354666627
MLI,549005.69,363599.314,10140705.223219998,6671100.06622,14879875.722000001,11369113.913,-6446299.43078,-6911165.82078,8469315.648,6136462.638,0.5438118560659022,0.48471903436528235,-0.23559162211456006,-0.29465564762758706,SSA,27362176.009999998,23455059.75,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,435115.24700000003,448641.656,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
MRT,893913.1835999999,697719.7821,1735139.0196999996,1223746.8932000003,1761724.2417000001,1262732.2542000003,-2552426.6939,-2563759.5349,-674704.2799,-896085.2899,0.33178743971748176,0.2654100679150369,-0.48070129126363453,-0.5388692575265908,SSA,5309797.873,4757665.239,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
MUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSA,1389292.249,1399259.5990000002,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
MEX,20605023.133999996,18275667.633999996,23272694.577000003,22073015.3341,49658439.20899991,46283081.27800011,24687858.908000007,22256931.042000003,39082399.06,37303736.439,0.37498119680525127,0.36226265677130104,0.15559281278391218,0.14304561685501055,LAC,132429144.79999998,127761115.89999999,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
FSM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAP,121299.503,95402.34999999999,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
MDA,-784558.6,-793381.9,718957.7,626356.6000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.25756574350093375,0.23781093043841384,-0.2810671881378441,-0.30122599144320755,ECA,2791356.064,2633842.7709999997,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
MNG,69487.39199999999,40602.279039999936,2002679.7760899998,1962868.40783,215232.42040000003,209921.93704000002,-56637.054000000004,-61129.02416,-380153.7889,-382012.64629999996,0.6051693565355393,0.6033116554824458,-0.11487479254537672,-0.11741626750683522,EAP,3309288.143,3253489.95,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
MNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ECA,655296.631,666794.7670000001,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
MAR,23592257.303,22146805.408999998,17093426.033,15939213.439000001,12498678.733000001,11060813.329000002,12262473.752999999,11053602.458999999,7869619.682999999,7098151.168999999,0.662302579785354,0.6577699500693839,0.22092287952953663,0.2108182400934766,MNA,35621569.39,33669530.52,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
MOZ,1774178.7829999998,1517478.579,2784110.249999999,1815262.13,3370297.4721000004,2797603.0020999997,9862012.9077,7906771.130000001,-2767307.3593000006,-3578075.5709999995,0.2805657790289309,0.24805409326967728,-0.07872751256168974,-0.11225268530250067,SSA,35150448.29,31875189.1,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
MMR,-6786091.810000002,-7312990.75,10879096.63,10407644.299999999,28832567.689999998,27892221.75,-3526347.9,-3601675.4,-6769861.399999999,-6810206.199999999,0.5797295794273356,0.5755163645718722,-0.13644633364828798,-0.15089317331229551,EAP,49734511.94,48464689.22,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
NAM,-34851.09943,-52437.382450000034,1096172.40787,1013546.1283500001,462667.68377,412406.77885000105,259313.87597000005,219687.35794999998,403923.903549999,364467.57553000003,0.36273524077791836,0.3528526004595506,-0.011532603678358105,-0.018255377077800967,SSA,3021962.811,2872434.9119999995,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
NPL,2424366.0,1983585.0,0.0,0.0,-3619226.3999999985,-7021004.3999999985,0.0,0.0,-2686948.0,-2686948.0,0.05447301121828733,0.051205148259676446,-0.08132029581701837,-0.18124334033270095,SAS,44505819.410000004,38737999.35,0.1705648639874173,0.15314798024090653,-0.3446286968782827,-0.3620236354666627
NLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,17498476.759999998,18813447.21,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
NCL,61693.7,64209.2,61693.7,64209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19486472139345196,0.19486470626161878,0.0,0.0,YHI,316597.584,329506.565,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
NZL,-37204.4,-37204.4,2019643.4231999998,2191925.7061,1004720.4225999999,1089745.3715,0.0,0.0,0.0,0.0,0.39107637285733915,0.3913226397391402,-0.007204124074179586,-0.006642070019706526,YHI,5164319.716999999,5601326.076,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
NIC,847022.8700000001,235856.91999999993,587688.8700000001,76272.91999999993,847022.8700000001,235856.91999999993,798647.8700000001,216711.91999999993,1880692.17,1269526.2199999997,0.2846629441868889,0.21136798912687577,0.088953017760512,0.01269895294107045,LAC,6606733.361,6006236.92,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
NER,5908000.512,4664173.612,-2676277.3099999996,-3243227.7499999995,6443303.891999999,3703392.2919999994,-5319742.068,-5323116.768,-1630964.758,-2070368.098,0.19858467257881762,0.17525036722396348,-0.16395614027908748,-0.2000093148265163,SSA,32446128.94,26614344.300000004,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
NGA,61989852.8,54573604.599999994,-58600870.8,-59550762.099999994,73138650.39999999,60086242.89999999,-39177841.2,-41485685.9,43232182.199999996,36123412.199999996,0.27297302847986465,0.2503836210476658,-0.21871414206233794,-0.24815223470639233,SSA,267933615.29999998,239976731.09999996,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
PRK,0.0,0.0,-642800.0,-642800.0,992874.7,1000950.4,105756.0,106616.0,0.0,0.0,0.039523618827142566,0.039523641355835575,-0.025588105107409064,-0.02538167392063693,EAP,25121047.35,25325358.84,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
NOR,929.54,1575.2200000000003,20963.523,22465.177000000003,10402.178500000002,10090.2964,10325.3295,12270.423199999997,-1604.2404999999999,-2666.8967999999995,0.0035907847561146137,0.003446132090535653,-0.0002747859857592488,-0.0004090988753227647,YHI,5838145.259,6518954.123,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
OMN,1047302.6529999999,1224505.9420000003,1380341.1870000004,1576906.1640000003,1202748.0914999996,1379354.88777,1722874.274,1915079.4149999998,1543473.7193900002,1721291.7843900002,0.46472493919379615,0.5125744257046214,0.2824974921721574,0.32774120231068676,YHI,3707298.939,3736197.748,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
PAK,80170691.4757,56099302.2815,-4286630.9244,-5733300.9044,55930482.345699996,34337474.53150001,34329900.7157,26516362.4015,2405879.555700004,-10851045.748500004,0.3153048095258934,0.25177504469775097,-0.01685897080650002,-0.0486997594842971,SAS,254264093.2,222815181.5,0.1705648639874173,0.15314798024090653,-0.3446286968782827,-0.3620236354666627
PAN,830823.7199999997,804118.9499999997,-967160.8,-967160.8,153769.21999999997,147675.51,0.0,0.0,593016.5,572089.2999999998,0.19063175534935856,0.18609657986455852,-0.22191417574005948,-0.22382921961865268,LAC,4358265.067,4320976.509,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
PNG,2697445.909999999,1853592.8500000006,1108674.3699999999,890266.0900000001,-283663.45999999996,-289777.86,4665817.45,4218727.76,87310.84,66249.23999999999,0.46513357162548763,0.4650463701301776,-0.028278302720446902,-0.0319433131511408,EAP,10031134.57,9071628.188,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
PRY,3475276.232519999,2513909.2770799994,4367585.698600001,4066810.4009999996,2898391.4561400004,1932200.1901000012,4860959.843739999,3926781.640899999,2614096.3129400006,1696139.1385000004,0.5485779848652463,0.5132585518587565,0.2950108072674296,0.214064053186105,LAC,8861018.812,7923512.207,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
PER,1574089.202002,1143874.8208809998,1301631.0652,949440.2108999994,-4405847.975498,-4482969.549718999,1087161.6729999995,739168.9969999995,-4175217.7470000004,-4224163.183,0.048843931989649675,0.03763195456759761,-0.1367133060809133,-0.14748371355269083,LAC,32226914.13,30396370.16,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
PHL,-8585954.5,-9586297.100000001,6181962.199999999,3399399.3000000007,663231.0,593343.0,47466058.6,40601956.7,-832485.0,-1002567.0,0.3578343724362223,0.34214084426829483,-0.06472729632271297,-0.08078092904327211,EAP,132648125.1,118670300.20000002,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
POL,-2356385.7,-2239734.8,5935755.099999998,7210432.8999999985,383107.39999999997,399927.2,-2005785.5,-2005785.5,5075959.0,5306473.7,0.1590304344487961,0.18346120936523733,-0.06313216015261996,-0.05698748754258679,YHI,37324648.71,39302220.480000004,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
PRT,577204.4,612181.7,2132499.5,2223956.4,-694906.5,-680479.4,4594923.7,5058040.0,657224.8,716057.9,0.4214744483573312,0.43140055948099093,-0.06374106576512333,-0.058038132137209084,YHI,10902021.98,11724695.040000001,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
PRI,0.0,0.0,-66526.0,-109977.0,0.0,0.0,0.0,0.0,-66526.0,-109977.0,0.0,0.0,-0.0195125221660863,-0.03435492035449274,YHI,3409400.355,3201200.843,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
QAT,-58501.3,-58501.3,24130.0,32080.59999999999,-801920.0,-793969.4,24130.0,32080.59999999999,-45625.100000000006,-44386.200000000004,0.008081472579770013,0.009801190348436076,-0.26857416042972104,-0.2425716856989453,YHI,2985841.9689999996,3273133.0439999998,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
COG,4559320.76,4209290.78,2291289.9499999997,1888009.6099999999,-2161815.35,-2193573.0500000003,12792.2,11818.6,0.0,0.0,0.7119641670042917,0.7114528019766039,-0.33757990409076666,-0.37075692184963877,SSA,6403862.682000001,5916472.278,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
ROU,-2227723.0,-2235878.3000000007,8194724.1,8184754.1,765899.1,764874.7999999999,0.0,0.0,1387023.5,1385756.0,0.4176341529586012,0.41748518963137216,-0.11353319486758487,-0.11404692977497886,ECA,19621776.72,19604896.9,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
RUS,-54250344.4690801,-54128602.2780601,-12106246.480810195,-10490663.164739996,22116939.6623218,23362495.755106904,-1518935.10901,-1489535.96831,62329480.185236596,64358124.4771119,0.45615543027659344,0.45747155540347084,-0.39702864760627565,-0.3847578853042305,YHI,136640881.7,140682242.9,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
RWA,11830950.0,10719842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6658414044132807,0.6789868540120688,0.0,0.0,SSA,17768420.41,15787996.39,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
LCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,198091.085,193476.616,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
VCT,0.0,0.0,-109333.0,-109333.0,0.0,0.0,0.0,0.0,107362.0,98321.2,1.0000011456580626,0.9999999898292535,-1.018359617539101,-1.1119982149119598,LAC,107361.877,98321.201,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
WSM,0.0,0.0,0.0,0.0,0.0,0.0,30803.5,24850.0,0.0,0.0,0.15697945907457567,0.1569793608147867,0.0,0.0,EAP,196226.31,158301.065,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
STP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSA,209621.682,174101.362,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
SAU,3768456.95039998,3318681.7773999795,-5908812.64109999,-6126930.214700011,11048034.523299899,9815189.7801999,10394760.5965,9591310.2367,-1822856.9339999896,-1973604.6909999996,0.25135880197033916,0.23209863049896132,-0.13443405371351702,-0.14488279328671497,YHI,43953243.08,42288874.17,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
SEN,110881.1,89126.3,8233729.98,4669936.529999999,5101698.9799999995,3073609.7300000004,-1664228.5,-1705478.5,3823212.38,2235008.4300000006,0.3964020974847562,0.27970622213138824,-0.0801220916518214,-0.10214977122211699,SSA,20771156.439999998,16695862.16,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
SRB,-1057246.1,-1014907.6000000001,1329257.0,1383958.5,1073921.8,1103300.9,1495766.8,1526618.9,1828831.8,1870737.9,0.19155705358476005,0.19198634555666771,-0.11073896890352551,-0.10415590618102531,ECA,9547191.115,9744119.534,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
SLE,0.0,0.0,-429418.5,-538079.0999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04731504760452852,-0.06343712156938029,SSA,9075727.95,8482085.673,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
SGP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,5979314.691,6267557.772000001,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
SVK,-20612.0,-14049.0,2625033.3,2860322.8,0.0,0.0,0.0,0.0,132529.0,130252.0,0.47121433988166794,0.4817145435254713,-0.0037000178144943685,-0.002366029324378824,YHI,5570783.989,5937796.229,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
SVN,0.0,0.0,262116.5,273833.4,0.0,0.0,0.0,0.0,0.0,0.0,0.12507616216201237,0.12069289206243274,0.0,0.0,YHI,2095655.1230000001,2268844.4639999997,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
SLB,8605.419999999998,-774.4300000000076,45788.020000000004,34239.82000000001,0.0,0.0,123694.8,109219.44,0.0,0.0,0.14899354753126193,0.14899350415821283,0.0,-0.001056451483593451,EAP,830202.395,733048.334,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
SOM,3868086.4400000004,1539212.8199999994,3899609.6399999997,1666170.46,-3261059.0800000005,-4145581.6000000006,-686900.1900000002,-1133657.0100000002,4494540.77,2060593.5199999996,0.30977387856101557,0.18180210137792246,-0.22475954076799204,-0.3657564866619838,SSA,14509101.899999999,11334266.79,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
ZAF,4103176.17131,4356609.19763,2454559.2187,2684186.7333999993,12515095.5763,13349904.53765,1883529.2478399999,2016326.3526599999,22342.677479999955,44307.019239999994,0.22168106999856663,0.22354537320962808,0.0003957579564776742,0.0007419250919644025,SSA,56455409.46,59718992.82,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,48844038.55,51325091.33,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
ESP,11518444.799999999,12351398.85,4093211.9,4274735.600000001,6135230.699999999,6702269.6,10456030.200000001,10972378.8,2210607.0999999996,2357671.0999999996,0.23265531480336027,0.23149868590952805,0.04465094895076836,0.04418914554418032,YHI,49508625.279999994,53354077.59,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
LKA,1275339.0,957901.0,1571648.0,1258751.0,-9081889.0,-9081889.0,0.0,0.0,-7481074.0,-7498658.0,0.06986071603308057,0.05707965473842769,-0.40369552754367266,-0.4118297331980068,SAS,22496877.919999998,22052533.53,0.1705648639874173,0.15314798024090653,-0.3446286968782827,-0.3620236354666627
SDN,25795544.568199996,20780813.549799997,9866935.787200004,6128602.6888,9867553.0812,5837037.0918000005,-6969036.932799999,-9276746.834199999,2532984.473200001,-224937.78620000184,0.37834866391291333,0.3396160065244459,-0.10221632675028333,-0.1516077176583696,SSA,68179293.41,61189146.42,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
SUR,71941.94789999991,54449.975600000005,71941.94789999991,54449.975600000005,73189.86789999995,55697.89560000005,73189.86789999995,55697.89560000005,140178.98089999997,122717.87860000005,0.23497168737367335,0.21191626078829265,0.12059098149009213,0.0940273362023858,LAC,596578.177,579086.655,0.333916679968369,0.30806970453057436,-0.0548451852367966,-0.08098049724679462
SWZ,0.0,0.0,0.0,0.0,1214899.0,1198689.0,0.0,0.0,0.0,0.0,0.8455930894654219,0.8527527628269241,0.0,0.0,SSA,1436741.874,1405670.0280000002,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
SWE,351153.94,399235.15,3588935.01,4172293.7689999994,3552439.96,3969125.52,44949.57,51658.170000000006,3393496.5700000003,3844052.54,0.3361698719284994,0.35135386121606843,0.0042103552023197875,0.004350196438158828,YHI,10675956.74,11874905.13,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YHI,8368431.053,9050320.478,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
SYR,10791637.47,8185010.220000001,5044019.88,4108813.2299999995,19116929.51,16504611.91,12554385.07,9929984.370000001,13251242.45,11182843.05,0.6448844375628646,0.627358877951405,0.17015336702832815,0.15618061616601125,MNA,29643961.610000003,26308086.95,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
TJK,935129.1510000001,301073.7150000003,22590.531,18791.395,3319314.111,2761092.885,242429.65099999995,147570.08500000002,2988711.4510000004,2338211.6849999996,0.40011508827094144,0.40011477354677283,0.0027230963997044986,0.0027230937415757966,ECA,8295898.376,6900752.152999999,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
TZA,6685625.113000002,2767973.3280000016,22556813.471,18826831.395999998,-8970793.616,-8970793.616,33539551.385000005,26468106.088,-2938894.9560000002,-4006436.4980000006,0.43056911824697036,0.39767330867776707,-0.11516393445095778,-0.13478278978024438,SSA,77895859.14,66557411.60000001,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
THA,1426748.0,2473875.6999999955,21473171.479999997,22588126.519999996,29285648.18,30342948.619999997,228072.0,320597.10000000056,-24417763.599999998,-24391730.9,0.3997282254373878,0.40707340680361737,-0.3332850703179362,-0.3272333588817864,EAP,73263898.61,74539255.36,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
TGO,14241.199999999953,-22158.400000000023,-700622.8,-745746.4,5094793.9,4742482.1,-300556.0,-331113.0,-81876.0,-112433.0,0.5858247984105269,0.5806070698553376,-0.08056110190675603,-0.0912993708841129,SSA,8696787.697999999,8168143.907000001,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
TON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAP,115750.32800000001,93133.009,0.33202459883596175,0.32409420671771716,-0.11521378571454723,-0.12699194841974726
TTO,-6976.699999999953,-28239.0,-686574.8,-689726.8,1064986.1,1043723.8,604234.3,582972.0,-6976.699999999953,-28239.0,0.8013936316313273,0.8030754374866437,-0.5166421161351797,-0.5306984967251517,YHI,1328917.5979999998,1299658.477,0.17866857783198742,0.1809183490848196,-0.01952914708671649,-0.015371747782669047
TUN,396500.07012300007,389055.12449400034,3378631.269925,3374415.1242959998,6421812.670123,6413761.724494,1259057.970123,1256022.524494,3736649.897123,3732323.201494,0.541348273283446,0.5411270361702242,0.03342430546385592,0.03282445707645698,MNA,11862627.05,11852598.92,0.5194129906253099,0.5033613678305945,0.11660250888522931,0.10009664927413231
TUR,8663172.900000006,7192947.5,2056957.499999999,1766500.999999999,59190081.3,57262491.8,25616031.6,24644020.1,7655570.500000001,7193982.899999999,0.6807791624381236,0.6795169924672075,0.023658251066143006,0.020962543001146767,ECA,86944613.71,84269403.76,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
TKM,349198.0660000006,254840.84400000004,495067.61199999973,417085.98600000003,1106156.7359999996,998820.1839999994,495743.8139999998,397756.6020000004,860404.7689999999,773252.8199999998,0.19163425206559634,0.1762285530956068,0.06049622808667042,0.04496328160683554,ECA,5772228.732999999,5667754.552000001,0.2596675584329898,0.25867633383976757,-0.08670699346489576,-0.08620112967829673
UGA,26191325.199999996,17025611.0,21079895.299999997,15332322.399999999,-13040958.3,-15411293.3,25111051.9,18132485.299999997,20378729.500000004,13604320.099999998,0.4033685217661125,0.3332448811658679,-0.20084176847548427,-0.28323390420015054,SSA,64931505.029999994,54411894.449999996,0.3412686284507667,0.3138282582420754,-0.10099571710812388,-0.12731818830540712
