children,old,decile,cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,totweight,weight,totY,Y,idh,nbpeople
2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,249.5002899169922,31.187536239624023,1931.3155517578125,241.41444396972656,1110400402.0,8.0
2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,237.99190521240237,23.799190521240234,5049.285583496094,504.9285583496094,4316100401.0,10.0
2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,740.5034332275391,185.1258583068848,658.4240199497767,164.60600498744418,1121904001.0,4.0
2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,175.44845581054685,35.08969116210937,994.3727874755859,198.8745574951172,1110912101.0,5.0
2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,302.9420013427734,50.4903335571289,1259.1831665039065,209.8638610839844,1146506401.0,6.0
2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,217.29759979248047,72.43253326416016,637.9140243530272,212.63800811767575,1150401201.0,3.0
2.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,125.88909530639648,20.981515884399414,1301.9168701171875,216.98614501953125,2310302001.0,6.0
2.0,0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,183.61922264099118,20.402135848999023,1891.5846405029295,210.1760711669922,1230201901.0,9.0
2.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,133.33191871643064,26.66638374328613,983.3483123779297,196.66966247558602,2150104401.0,5.0
2.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,161.00850677490234,26.83475112915039,1348.3859252929685,224.7309875488281,1110502202.0,6.0
2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,979.4783191680908,139.92547416687012,1316.6735178629558,188.09621683756507,1311309901.0,7.0
2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1701.567792892456,283.5946321487427,1300.6217041015625,216.77028401692712,1142210201.0,6.0
