children,old,decile,cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,totweights,hhweights,totY,Y,idh,nbpeople
1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7155.715789794922,1431.1431579589844,309.33873436667704,61.867746873335406,1.0,5.0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,902.6729803085327,451.33649015426636,125.92069549560547,62.960347747802736,107109.0,2.0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32549.387042999268,10849.795680999756,181.90839154669578,60.63613051556526,12312.0,3.0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15931.239742279053,3982.809935569763,243.71252899169923,60.92813224792481,11952.0,4.0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1407.169189453125,234.5281982421875,334.7610626220703,55.79351043701172,201316.0,6.0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,642.0860977172852,91.7265853881836,411.69390869140625,58.81341552734375,144154.0,7.0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1713.6194458007812,285.6032409667969,415.1002349853516,69.18337249755861,89583.0,6.0
1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,884.9530563354493,294.9843521118164,200.00776290893555,66.66925430297852,162722.0,3.0000000000000004
1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,650.4248657226562,216.80828857421875,189.76009368896484,63.25336456298828,76091.0,3.0
1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2589.191360473633,647.2978401184082,245.5476303100586,61.38690757751465,87650.0,4.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2726.7811965942383,681.6952991485596,244.5742619832357,61.14356549580892,5885.0,4.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6518.841528892517,3259.4207644462585,123.33233322635773,61.666166613178866,2869.0,2.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11132.271800994873,3710.757266998291,180.85030953089395,60.28343651029799,1223.0,3.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,771.3371992111206,154.26743984222412,291.4850934346517,58.297018686930336,31683.0,5.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,762.9983940124512,127.1663990020752,378.4460144042969,63.07433573404948,36452.0,6.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,65.66789817810059,9.381128311157227,449.41114044189453,64.20159149169922,95398.0,7.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2897.7262115478516,579.5452423095703,303.81657791137695,60.76331558227539,30658.0,5.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,237.65524196624756,118.82762098312378,131.03631439208985,65.51815719604492,50445.0,2.0
1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1619.8080983161926,539.9360327720642,187.47122056143624,62.49040685381208,5191.0,3.0
