children,old,decile,cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,totweights,hhweights,totY,Y,idh,nbpeople
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,605371.823764801,201790.60792160034,127.02704984224759,42.34234994741587,5001201.0,3.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,240664.29064941406,60166.072662353516,169.82444272722518,42.456110681806294,5251202.0,4.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4948.56982421875,2474.284912109375,84.7617899576823,42.38089497884115,89701302.0,2.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,150913.20037841797,30182.640075683594,214.9576451228215,42.9915290245643,75811201.0,5.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,29327.545166015625,4887.9241943359375,254.75554275512695,42.45925712585449,21291201.0,6.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,39293.879638671875,5613.411376953125,298.35478591918945,42.62211227416992,72071205.0,7.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1533.8970947265625,383.4742736816406,174.74217224121094,43.685543060302734,75861205.0,4.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,56854.759521484375,14213.689880371094,166.63141632080078,41.657854080200195,34681201.0,4.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,49683.994846343994,9936.798969268799,213.0609448750814,42.612188975016274,76291201.0,5.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,86137.91857910156,28712.639526367188,126.51397378104073,42.17132459368025,6121201.0,3.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,61488.978515625,10248.1630859375,259.61366271972656,43.268943786621094,813312202.0,6.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,143245.798828125,20463.685546875,297.29620361328125,42.47088623046875,887492301.0,7.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,18816.80859375,2352.10107421875,357.9437255859375,44.74296569824219,88041203.0,8.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5484.2127685546875,914.0354614257812,249.93251037597656,41.655418395996094,29411202.0,6.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1087.4294128417969,181.2382354736328,262.54396820068365,43.75732803344727,870101202.0,6.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,12871.5751953125,3217.893798828125,163.94216918945312,40.98554229736328,835112201.0,4.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,37299.5615234375,5328.5087890625,287.83697509765625,41.11956787109375,858482202.0,7.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,37165.09375,4645.63671875,352.6793212890625,44.08491516113281,70561203.0,8.0
