,country,year,scenar,ssp,avg_income_bott20,avg_income,avg_income_urban,avg_income_bott20_urban,avg_income_bott20_rural,avg_income_rural,GDP,incQ2,incQ3,incQ4,incQ5,quintilecum1,quintilecum2,quintilepc1,quintilepc2,gini,tot_pop,pop_190,pop_320,pop_550,pop_1000,pop_190_urban,pop_320_urban,pop_550_urban,pop_190_rural,pop_320_rural,pop_550_rural,pop_190_service,pop_190_agricul,pop_190_manufac,pop_320_service,pop_320_agricul,pop_320_manufac,pop_550_service,pop_550_agricul,pop_550_manufac,gap_190,gap_320,gap_550,gap_190_service,gap_190_agricul,gap_190_manufac,gap_320_service,gap_320_agricul,gap_320_manufac,gap_550_service,gap_550_agricul,gap_550_manufac,decent_jobs_urban,decent_jobs_rural,decent_jobs_service,decent_jobs_agricul,decent_jobs_manufac,working_poor_urban,working_poor_rural,working_poor_service,working_poor_agricul,working_poor_manufac,ppl_in_hh_working_poor_urban,ppl_in_hh_working_poor_rural,pop_sv_unskilled,pop_sv_skilled,pop_ag_unskilled,pop_ag_skilled,pop_mn_unskilled,pop_mn_skilled,pop_sv_unskilled_urban,pop_sv_skilled_urban,pop_ag_unskilled_urban,pop_ag_skilled_urban,pop_mn_unskilled_urban,pop_mn_skilled_urban,pop_sv_unskilled_rural,pop_sv_skilled_rural,pop_ag_unskilled_rural,pop_ag_skilled_rural,pop_mn_unskilled_rural,pop_mn_skilled_rural,unemployed,unemployed_rural,sv_income_pc,sv_unskilled_income_pc,sv_skilled_income_pc,ag_income_pc,ag_unskilled_income_pc,ag_skilled_income_pc,mn_income_pc,mn_unskilled_income_pc,mn_skilled_income_pc,nonag_income_pc,gap_190_urban,gap_320_urban,gap_550_urban,gap_190_rural,gap_320_rural,gap_550_rural,childrenag,childrenonag,peopleag,peoplenonag,avg_income_ag,avg_income_nonag,fa20_earthquake,fa20_wind,fa20_surge,fa20_tsunami,fa20_riverflood,shareag,sharemanu,shareemp,shareurban,grserv,grag,grmanu,skillpserv,skillpag,skillpmanu,p,b,voice,prod_gr_ag,prod_gr_serv,prod_gr_manu
0,VNM,2030,0,ssp4,3.1633053175193973,13.743032087715914,21.31186696011428,8.194168202325331,2.975068323570052,8.53409489089342,1362884159.873712,6.193988912974165,10.467478663291327,16.386580440371397,29.357868240584224,3.9176874806422863,8.264402700346746,0.010037938780593395,0.021175136805616484,0.41892991946928315,99169102.6532577,229282.50553588546,98808232.15602885,99152820.64047848,99165163.57439467,39658738.26494579,40099939.995302536,40412880.089067206,58654935.918447666,58708292.16072632,58739940.55141127,39255915.69233001,2088791.1360029639,12034595.710542226,39404678.29561066,2092288.4188251505,12189815.630329225,39457761.92018873,2093190.905354894,12327495.558316937,0.7644958084068849,0.8578643485453128,0.9167960305109233,0.8030425672489259,0.8216106525975925,0.6621173454958774,0.8814049948546936,0.8937897416902373,0.7935763198443327,0.9308222337146821,0.9381834689980721,0.878548696588036,444385.5573313661,66033.61134709112,202594.40842066176,4399.769351930077,303424.9909058653,17249167.47870727,36130135.06016794,39255915.69233002,2088791.1360029639,12034595.710542226,26599636.0,60934665.0,18640286.338123515,20818223.762627162,1098945.928148397,994244.9772064971,4027370.1014275933,8310650.600020496,1389544.945040349,7889399.252379578,180541.85490168384,211133.86617801807,1861095.942258975,6161837.175280033,17250741.393083163,12928824.510247584,918404.0732467131,783111.1110284791,2166274.1591686187,2148813.4247404644,16008603.683963235,5417496.469261246,13.807777037617331,9.230043867434208,14.16430085201227,11.521375833308731,9.850798471723706,12.019051662338567,21.243055306140445,16.923277599940157,21.687934066961084,17.629172177249757,0.6387121193353263,0.7802924085487688,0.8710413308117229,0.8510612240625715,0.9112500242126824,0.9482848080058335,971532.1079344266,14988753.904062519,5698683.2724502655,93470419.38080747,10.199727615317832,13.959059468996703,0.0,0.15,0.1,0.0,14.299509501028655,0.03884211756882728,0.22894942103602764,0.7709730008047696,0.42673355772714533,0.015425105992773141,0.025301861457399058,0.04937600156600756,2.284032895105772,1.2947829151876806,1.6010461509050666,0.037707033271852194,0.0,0.35216964150150104,0.013373012874742685,0.02322980820464471,0.04725529639697923
1,VNM,2030,0,ssp5,4.197240103755628,16.71333303070478,25.158827407681436,9.755781080130808,3.772061227780778,11.031803109916293,1647044766.6335049,8.422956912438176,12.978837819479377,19.714018720206916,34.40949937002401,6.359002536410907,10.687372034944019,0.013113952489387157,0.022040200220106394,0.3983263764108158,98546756.86816314,72938.44533826107,97997787.62239707,98499688.90749362,98541683.63231668,38375753.84077776,39127617.07427433,39592556.90035498,58751249.08807209,58870170.54812275,58907132.00713865,38885111.476115614,2076567.8573757107,11770032.943724208,39112339.38684191,2080488.1510710586,12065293.419782188,39236175.13742861,2081456.4797760118,12239028.203070547,0.7158538132306028,0.8280113696634355,0.8989006881532723,0.7485049758672919,0.7790157487358559,0.596045702265436,0.8482126947017343,0.8682092835455236,0.7521895256562147,0.911026551446416,0.9232306850896274,0.8530989102927122,736404.3091474979,119499.3924260734,352194.33273054194,4888.622400301447,498820.74644272774,17100453.56122315,35631258.71599238,38885111.476115614,2076567.8573757103,11770032.943724208,25714027.0,60409139.0,13574493.553850584,25662812.25499557,889486.4151843686,1191970.0645916432,2828089.66676447,9440764.023402466,1083717.0032100524,8215167.914214391,141397.16827253057,214969.61645369977,1300554.7922628757,6881051.375957094,12490776.55064053,17447644.34078118,748089.2469118381,977000.4481379434,1527534.874501594,2559712.6474453714,15918859.492541218,6032220.517991689,16.577113466744713,11.124915766849075,17.00186418464543,13.853640628252926,11.869409755168169,14.452163231799005,25.604851336264293,20.414144234095172,26.150178675615198,21.073424080708502,0.5791609833329654,0.7426921084507117,0.8479574790018859,0.8078110591128389,0.885408120375994,0.9331716679367141,977162.8495248149,14263402.430473935,5675320.599004697,92871436.26915856,12.666936960211437,16.96060599097264,0.0,0.15,0.1,0.0,14.299509501028655,0.03884211756882728,0.22894942103602764,0.7709730008047696,0.42673355772714533,0.0264171863114503,0.03629394177607621,0.06036808188468472,2.284032895105772,1.2947829151876806,1.6010461509050666,0.037707033271852194,0.0,0.35216964150150104,0.024342879076158397,0.03419967440606042,0.05822516259839494
