countrycode,wbreg,shareemp,shareag,sharemanu,poorag,poorindus,poorserv,pooremp,poorold,poorunemp,poorchildren,below125,pooradult,skillpag,skillpserv,skillpmanu,gdp,quintile2,quintilepc2,below4,below6,below8,below10,gini,tot_pop,gap,incbott20,inc2040,incbott40,avincome
NER,SSA,0.5294925013079186,0.5667618628639294,0.11165389237122285,896947.79662323,141904.72032165527,313496.884727478,1352349.4016723633,173484.4517364502,1188819.9792022705,3208490.3545837402,5923144.187194824,2541169.380874634,1.0,1.0,1.0,880471315.6017059,134686834.71991438,0.15297129200384063,12842688.64765358,13728687.481487274,13995807.01180458,14040903.727022171,0.44484136581050204,14197289.00312996,0.14744275637199064,17.56657271197915,29.853111320479943,23.709154758998835,62.016862191619516
NGA,SSA,0.37508892370118774,0.2658662153205834,0.7017226271770138,5497476.435241699,13456700.313110352,533744.2490844727,19487920.997436523,3351739.9732666016,33756562.00842285,45021879.02264404,101618102.00177002,53244483.005859375,1.4649422505374732,1.5324227720421042,1.8246773462242865,5442134815.062368,798068635.9726913,0.14664624510290572,144579774.3587036,145569708.44622803,146223397.23327637,146632152.53955078,0.4337408413885667,147029636.20098877,0.31697540756964454,9.347276691681046,17.78223379908324,13.568955201149386,37.01386302570318
NIC,LAC,0.6250319322219917,0.3324363503901271,0.1902386688513706,113277.17364788055,2568.8736686706543,12620.560710906982,128466.60802745819,15165.415868759155,115384.23982048035,258063.17129707336,517079.43501377106,243850.84784793854,2.68243872747029,1.8453014741270568,1.6136044214640544,1177921006.2606544,133911092.84515882,0.11368427265786127,2699206.0332832336,3727365.775007248,4382567.204904556,4649954.963154793,0.5259988094571181,5595533.005409241,0.026791025005499198,39.74539377286988,79.78582426278341,59.789256935570606,210.51095670813666
NPL,SAS,0.8379862387924031,0.733284871336448,0.10075708112602204,3264525.6906967163,367723.532289505,382833.9319972992,4015083.1549835205,368201.05661964417,528479.8050804138,4122725.946077347,9034489.962760925,4543562.960063934,1.8043818562321485,1.2103690121797281,1.276667001034489,1394602825.013014,297733086.5935967,0.21348951920473816,24648334.4801445,25651080.70215416,25714694.18475914,25771637.62177849,0.32349375338877784,25950022.062200546,0.09594281866612027,21.705018469733005,35.64745074137538,28.675622517845696,53.74187434870923
PAK,SAS,0.492651892074528,0.4083044456628991,0.2070964959387773,3388491.5431900024,1853591.326054573,3570014.6376342773,8812097.506878853,1094847.332725525,8886722.79592228,16005230.927334785,34798898.56286144,17698820.302801132,1.2904825086046645,1.5160348670219126,0.8860685674624798,12247277001.962292,2147174224.0646749,0.1753184992648295,147547355.7075348,152253683.39668274,158691358.47551727,161029698.85160637,0.4188710693768034,163928330.06536484,0.0803233893166816,22.51043223838665,42.972921734511594,32.73842936754232,74.7111679663839
PAN,LAC,0.6109456658694568,0.17726450467862484,0.17548929956583048,57048.90137863159,9570.93210887909,12949.728019714355,79569.56150722504,16974.20973777771,65259.47769832611,150709.75503444672,312513.0039777756,144829.03920555115,3.1949778804562383,1.8963719067053044,1.4972419611685492,1237058802.3854833,113508066.6141907,0.09175640349133533,1056596.0506711006,1587225.2395505905,2036409.7244648933,2243942.152232647,0.5520868205760835,3491033.9886426926,0.031977508267850466,44.12598843383732,118.38203596890325,81.25160419326498,354.35312472178174
PER,LAC,0.7253696587950518,0.2991619032318323,0.16448002470210482,763357.2194709778,39706.7946472168,62502.56526184082,865566.5793800354,144046.7071762085,280521.186088562,1196990.4426994324,2487124.9153442383,1146087.7654685974,1.2178055253219549,1.7839876414386688,1.899702380710142,7313321291.018661,791510311.1565217,0.10822857080387809,11065965.013215065,15355579.432070732,19420476.763263226,20963535.277275562,0.5153073455095248,28328410.053930044,0.018737662299918474,43.49519284103468,96.18898702517642,69.84174648946292,258.16208100263896
PHL,EAP,0.6033043604307693,0.3365830398200044,0.1489016997156388,2866048.3282581773,571162.7969839216,2450310.0337771755,5887521.159019275,519731.86642217997,3684510.765433387,7993296.297259328,18085060.08813414,9572031.924452662,1.4043093418602166,1.7716034644780876,1.454465501835972,7312431386.124531,1229064578.2095025,0.16807878437555962,72840402.96317646,81102129.87091689,85242572.41672838,87539783.7751036,0.40413510625740656,88791318.42172231,0.06559044571915122,25.253077488866182,43.88098978206721,34.60462320749568,82.35525179830627
PNG,EAP,0.38771636720269176,0.7749370693999278,0.036888320608374055,518818.19733428955,16709.233840942383,90828.369556427,626355.8007316589,62590.24759674072,1055807.352897644,1407385.8050765991,3152139.206302643,1682163.153629303,1.6969111425470604,2.2639344744209597,2.3259685621746065,313265089.3094216,69426758.07119979,0.22162302931439945,6292507.704853058,6331935.55758667,6350710.066482544,6361253.251930237,0.34331578853848643,6396767.369804382,0.11313760015695269,21.992630257415406,32.236020280027816,27.11248439483242,48.97240609189161
PRY,LAC,0.6812617315754523,0.2695035528835123,0.18276462135424013,90412.10774230957,6089.275505065918,15123.215301513672,111624.59854888916,17328.684371948242,67392.02108001709,197652.02401733398,393997.3280181885,179016.61962890625,1.084767616388985,2.008903046750373,1.9627203843086978,2124415707.0742347,222980594.5829706,0.10496090470450409,1716588.964542389,2704418.8939476013,3596286.6901130676,4223325.535938263,0.5507262340006416,6125284.9652404785,0.0205653128355587,53.962109723121536,127.9501427908129,90.94731222213231,346.82724463103085
ROU,ECA,0.5698158645434099,0.2079989768245989,0.326834779549056,221739.47575809128,21044.584052649454,14345.003868504653,257129.0636792454,41126.497012951484,420105.79206487205,310208.8542186828,1028570.2069757518,677234.8557441174,1.2457770011574436,1.4963318412355626,1.391739862895293,4713905625.099261,759564265.322104,0.16113268396333438,6717866.780727037,11171079.443104088,15421391.782046404,17636871.183256384,0.3902837606324028,22015936.965545684,0.013605397761992237,55.068819577595576,117.33202919711091,86.20737564912369,214.11333219550863
RWA,SSA,0.7541822517386413,0.8001124742850052,0.04859979759936577,2391509.5741882324,113466.30966186523,186596.63986206055,2691572.523712158,220232.77472686768,815406.662612915,3194104.7982025146,6921316.759254456,3506979.1863250732,6.011390300280667,1.494122076079683,4.189393686814254,474149103.6646735,48628839.79570535,0.10256022719405271,9171818.630874634,9553618.530750275,9704573.44669342,9794258.94208908,0.5725679750092847,9928142.988204956,0.34674335749200186,8.339792491481765,16.138046776219927,12.239862662453367,47.758085699207015
SEN,SSA,0.46255914461640035,0.3291289415296469,0.145070064767253,440151.4528889656,49347.60731267929,191374.07207107544,680873.1322727203,109716.82349395752,716567.9749631882,1534872.4737701416,3042030.4045000076,1397441.1072359085,1.9073747198271027,1.8277955997823385,1.0299649139679339,913389352.8746867,157870576.0901534,0.17284039450787442,10147442.617887974,11132133.773423195,11646295.784982204,11735229.55760765,0.38794140517908415,11904973.992798328,0.06671635208932793,25.46142611020463,40.831507533996714,33.147261522120225,76.72333878488294
SLB,EAP,0.6404441808092437,0.708956052941268,0.015925133340718423,19615.43756537645,133.70130739333433,2705.9955908365073,22455.134463606293,1801.5626789898186,11255.2829288418,23573.002768705646,59084.982840143544,33710.41739244809,1.6429103442874262,2.075513911462435,1.698914896472828,61510014.348019004,8941216.579189006,0.14536196542891877,338898.03461161384,402245.5500333405,441662.33823163377,453724.1279671437,0.4513832552332535,492147.9988726378,0.03722161864625984,32.13110120391283,58.629434641656935,45.39175996707292,124.9827582128137
SLE,SSA,0.6325498763038867,0.6906197147908262,0.05632792481714679,727767.0871568959,28928.782853917375,108301.80444599893,864997.6744568122,111358.64721421497,401178.11124270724,1226123.1604081676,2603657.5933219013,1266175.7856995193,1.645925568214663,1.810324316371072,3.097219363111643,303737846.5318367,49555786.71368471,0.1631531509146007,4946569.900782122,5267083.23760009,5354996.689160126,5376303.354510082,0.416878210411884,5416015.045166032,0.15978414688479725,17.36310109033952,28.364295215711287,22.86542975072821,56.08142591903109
SLV,LAC,0.606086547505637,0.15762434952742158,0.23746562471844945,89032.92242336273,6740.541843414307,7665.714334487915,103439.17860126495,23388.315907478333,123224.86459732056,190895.68435668945,440948.0434627533,226664.0431985855,1.853712496957388,1.7097543822659405,1.6927589095860853,1527968277.2215261,201015643.56978568,0.1315574718182728,1912671.3903036118,3196284.1659317017,4231212.089594841,4798837.344295502,0.47444875866107916,6122952.000047684,0.02225982828490585,51.312901486597035,112.8097361214339,82.06135899345237,249.5476491093882
SRB,ECA,0.537273610044144,0.2051599273233623,0.21099216130614948,68301.17608119729,3605.4504789371954,13222.164885222332,85128.79144535682,26462.469128328623,138894.73486118848,75145.09032811123,325631.08576298517,224023.5263065453,1.1160289409920783,1.8859197482626977,1.4968885688872702,2202430256.892757,371611002.3845183,0.16872770487125235,2859839.7173612136,4952003.177478848,6238511.853618041,7656500.3782141805,0.371343528380646,9823742.997726431,0.009725341813757785,63.392583810234285,125.72764941640783,94.54741972177372,224.19461272576845
STP,SSA,0.5063300811885814,0.2740996781257492,0.17847912122143797,2172.495054244995,677.162193775177,3117.082687854767,5966.739935874939,863.6892700195312,9873.698703289032,15116.21886062622,31820.346769809723,15840.438639163971,2.201714741485271,1.1481004375058004,1.366127072567864,27426251.926852286,2570621.738057254,0.09372851036712121,113660.61478090286,134588.48302078247,145337.93304395676,148610.6101756096,0.6093636873580514,163390.00014925003,0.06531612786480707,25.272449873956926,53.30853165771056,39.28417898591522,167.85759166288963
SUR,LAC,0.5266375545851528,0.03150912106135987,0.2155887230514096,602.6363525390625,1506.5908813476562,7231.63623046875,9340.863464355469,4218.4544677734375,18079.090576171875,18681.726928710938,50320.13543701172,27419.954040527344,2.8099912478516638,2.117417600806594,1.2544179455233497,126344402.50210221,12198231.605640106,0.0965474636316962,233521.58660888672,330546.0393676758,386591.2201538086,412805.9014892578,0.5876137646847237,510131.6724243164,0.04092168058037499,35.2322479772289,84.0541286355645,59.499594539754526,247.6701787632031
SWZ,SSA,0.12257374565687784,0.16196532826796864,0.19087117664959308,5766.162216186523,6263.444467544556,18427.678031921387,30457.284715652466,17154.48323249817,267920.6473379135,237560.66895103455,553093.0842370987,298377.932053566,2.522434489341306,1.5198947178851658,1.3502889522254868,79039713.42538826,9249049.664446611,0.11701775302079682,1011299.9902353287,1044524.6353740692,1093781.8307991028,1115001.0645399094,0.529088421606491,1134976.998588562,0.1878872482201714,14.384474110339,26.331267957702337,20.356973098682527,69.63992532331554
SYR,MNA,0.4674120315542257,0.2365155028772657,0.26893841793352097,11738.19511880633,5530.495777129906,3386.0178227325964,20654.708718668833,564.336303788766,29571.222318531334,37471.930571574034,88262.19791256302,50225.931037200164,1.3346064307762275,1.149113576927541,1.3943295454854974,3329295795.9876313,610257269.5367491,0.1832992040755923,9328140.499845752,13724433.173621599,15823877.09097707,17564741.720905267,0.3731937825926458,19561476.430971485,0.0006960486973204413,61.45162579090228,94.51409209670693,77.98405120895171,170.1965497203673
TCD,SSA,0.4067420391241716,0.7517637700895026,0.08884726123179382,758553.9411029816,76835.6062259674,80704.24750041962,916093.7948293686,147036.29719924927,1178288.271185875,2138721.458386421,4380139.821600914,2094382.0660152435,1.3871496946333952,1.4124559210915366,0.6573378662853252,594566827.3275702,101213626.65343022,0.1702308672489519,9873515.548761368,10458830.778216362,10568534.145464897,10625028.645588875,0.38691780016173416,10691815.902115822,0.14778964067449635,17.166228783978962,30.16162443776267,23.66213245311888,55.60952720949024
TGO,SSA,0.783699427183063,0.5323549059541016,0.08058612760297924,694445.1873189613,35018.11993264711,168199.68457828026,897662.9918298887,65686.39511120216,172883.87403749913,1106236.195430266,2242469.456408856,1070546.8658673877,1.6053041686282108,1.9913356833297577,1.8220405720672568,361339658.1827004,63180514.43213407,0.17485076160721014,5253444.325760279,5645390.707248388,5774258.772338732,5779867.68418875,0.3853880724953763,5834627.53270721,0.11154569548771356,20.948293797490766,33.18178047073906,27.063969492294813,61.93020139797036
THA,EAP,0.8043373341908363,0.4301731984847095,0.2014254171630828,358565.27392578125,57138.70905303955,31658.55508041382,447362.5380592346,145425.62682724,98554.74188232422,450820.82846832275,1142163.7352371216,545917.2799415588,2.7992234110319894,2.120371351835635,2.080416597020727,13232866047.812796,1812738128.3836286,0.13698756730657302,32112177.17805767,44090794.00919914,52211871.81083059,53512612.70795584,0.46680456587664965,66074583.8997736,0.002052818444458283,50.67141689818835,86.48669751459693,68.58120197128221,200.2716516215267
TJK,ECA,0.525328567442688,0.6669802751011613,0.04453188824352007,163890.07012176514,9453.706192016602,41711.43511581421,215055.21142959595,28726.425827026367,226601.13344192505,352122.88410949707,822505.6548080444,441656.344871521,1.0,1.0,1.0,625956042.1878872,124712895.31909451,0.19923586787849967,5719160.22284317,6562842.639156342,6930341.64515686,7033170.078437805,0.33191288304652,7110404.870967865,0.0258164269064266,34.1060393098715,53.53818646500165,43.825326841918574,88.03381151243535
TKM,ECA,0.4855673049442696,0.3357857563272517,0.13978811065332572,12120.440200481822,8888.322813686667,40401.46733493941,61410.23034910789,29897.085827855164,194735.0725544078,181806.6030072271,467848.9917385985,256145.3029035157,2.6834471652907483,1.505406402958166,1.2334560294333385,1356868315.3670323,168443849.4675963,0.12414163376055594,1317087.8351190223,2072595.274282388,2736795.397268784,3297567.76387774,0.45970567435509757,4854236.300292964,0.06970937175262674,41.504838881575246,131.95313617410903,86.6913634441099,279.52251011866525
TLS,EAP,0.5457713412737657,0.8774659189180593,0.006430781724205366,103263.59693551064,362.2721824645996,5341.497841596603,108967.36695957184,9928.768298864365,90078.46038866043,207027.198939085,416001.79458618164,199045.82734823227,1.1460249294348037,1.0920971870280252,1.2908003452876153,51785362.41048281,11689806.986550512,0.225735737714644,1007608.5674571991,1028595.0618829727,1032245.2652525902,1033925.3005895615,0.29038420806086485,1035705.9994354248,0.09924762343254029,23.2854212151537,33.094945305151654,28.200329441394672,50.00006028613487
TUN,MNA,0.41669870532933784,0.20298908801884094,0.2546244976127924,7060.270354270935,3724.161407470703,7021.943434715271,17806.37519645691,2662.1929121017456,21444.52919769287,19470.04967021942,61383.14697647095,39250.90439414978,2.349407876782765,2.331669358537593,1.4123437217893868,2597122498.867568,454350137.621691,0.17494366854848079,2132793.3063936234,4478930.100584269,6234667.057410002,7673468.951764822,0.3811006397315986,10273895.269047499,0.001326845750738882,80.74322810394085,140.35020302757906,110.60615801860611,252.78849266567903
TUR,ECA,1.0,0.11870598650533053,0.09760878000097187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0397385912553125,2.2814695850492757,1.806263140963594,20580164538.412712,3522068490.073599,0.17113898596387242,13254053.88156128,23438172.76043701,34876429.4520874,43351746.651153564,0.37252637504187047,69496512.97976685,0.0,89.78527578381232,163.48926392066923,126.62127131921262,296.1323332064791
TZA,SSA,0.8711665775335378,0.7391925584723852,0.050901221419731114,9820712.049407959,429438.93603515625,1662180.979675293,11912331.965118408,1320867.575592041,1705309.9539794922,13403522.33605957,28342031.83074951,13617641.9190979,1.1602528325581523,0.7172371987674798,1.0077124664945247,3836570093.530814,258540313.9766819,0.06738839840633445,36751638.50881958,37308631.04217529,37779845.32714844,38582874.43762207,0.7246330469567976,41119692.362335205,0.2726155134121169,8.286525229617062,23.140125010835657,15.715179402982406,93.30249992446524
UGA,SSA,0.7808450021598841,0.7464441026078891,0.05975802258995038,4263763.610572815,207427.6519317627,515838.3992996216,4987029.661804199,354242.9950942993,1384551.9780426025,8326328.333908081,15052152.968849182,6371581.639846802,1.9844481036302872,2.2393002046270656,1.7038518533872324,1749572771.5572228,294412277.9669072,0.16827666888349155,28284480.576324463,29509088.335029602,30211843.657730103,30345177.003433228,0.4401468997351369,30667597.25502014,0.14718310253698327,17.72303990973082,30.25680012371877,23.991326047562964,57.04955484475804
UKR,ECA,0.5770941282474362,0.040826459653966904,0.23246147753251992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13838797605.97509,3176911444.673072,0.22956556885414647,2689533.610845566,9483945.826946259,19064546.877536774,28006569.578784943,0.2733670457159333,46361695.0055027,0.0,139.30196096196588,203.22898274530777,171.26847216516435,298.4963687011994
VEN,LAC,0.5855139030329668,0.09004444581852156,0.2334732258025447,64927.07726478577,78174.83162879944,300135.468167305,443237.3770608902,82262.2665758133,557229.176363945,910754.7210474014,1993483.54104805,1000466.5534248352,1.8362659468345504,1.2879643221684087,1.3283003902080535,5403354648.892922,807649429.5631701,0.1494718525885852,11108595.651956558,16809710.788414955,21341482.728705406,22615476.93754387,0.42628364507425964,27655937.00181961,0.014895071031300628,48.63361507562274,97.38504742319516,73.01162009084642,195.3777465047527
VNM,EAP,0.6859739632265645,0.5766877698508514,0.1777027018128965,6832901.204986572,799825.5274047852,882650.0893249512,8515376.821716309,1456836.492401123,1748373.0628051758,5525185.826446533,17245772.20336914,10263749.884521484,1.53088685418014,1.8126295034965638,1.4179203712542159,6635270299.744948,1252883781.961565,0.1888218151428923,75508353.6791687,81454072.16903687,85202291.33319092,85654002.79742432,0.36284529146757294,86553200.9631958,0.0473955268182206,28.61107235503099,43.73518834269069,36.178921961836814,76.66117747125726
YEM,MNA,0.14354092457190248,0.20657355461275365,0.19210993251899727,81267.05736541748,40473.910457611084,123823.6432800293,245564.61110305786,120495.64636421204,1479348.9034137726,1989160.0956192017,3834569.256500244,1724913.5145168304,1.0321185713957401,2.4124048659430506,1.0569818019510995,1786910668.545678,330391986.6265597,0.1848956371699635,17602159.739379644,19467133.625330687,20695652.806521177,20908514.438507795,0.3756718324973092,21182162.036446333,0.03984638837169926,30.132188250765644,47.84235908367684,38.98735554827171,84.35922005841961
ZAF,SSA,0.42047115254831025,0.08425846219701054,0.2521299537733948,175126.8083896637,196315.3518600464,709208.5747756958,1080650.735025406,251288.57938575745,2630969.128873825,2956230.6768951416,6919139.12018013,3711619.863899231,1.7030833715315234,1.4194400210768212,1.369104528852682,11249162872.04147,880034817.3946054,0.07823113838824702,29839142.94669628,39470237.13977432,43050387.95467758,44580651.641838074,0.674954041963036,49494766.68019223,0.053775496822529564,28.311612904571966,60.5853950196169,44.447457807471814,227.27984444754188
COD,SSA,0.6885545962612978,0.71026428831802,0.06574930424135757,13103471.968902588,969692.067527771,3160311.777135849,17233475.813566208,1207062.7968826294,7164263.615131378,24653734.781147003,50258537.00672722,24397739.428697586,1.4485945076204465,1.2941641571218823,1.634801013236244,1275650212.771477,188152635.2753664,0.14749547594758433,56643376.75458145,56967353.243694305,57122789.91475487,57140871.51354027,0.44443681138801683,57177000.513448715,0.5136042194906096,6.032130868629112,10.406177208498038,8.2178778380713,22.310547970620263
ZMB,SSA,0.2271662057402939,0.9495595546225923,0.01568087891490469,1360494.455598116,6819.024024963379,28371.740834236145,1395685.2204573154,214630.24718403816,3612033.47011292,3161050.6800090075,8383399.617763281,5007718.690570235,4.068512158217529,4.122558719406976,2.0971282439176555,591017173.6934446,59267480.91629608,0.10028047162473408,10957416.553201437,11790526.356713057,11973993.70935297,11980296.69144535,0.5682371368693981,12107669.56483221,0.34104724389962937,8.499154352862353,15.972015064172567,12.235539619772101,48.8134541935391
