cat1workers,cat2workers,cat3workers,cat4workers,cat5workers,cat6workers,cat7workers,old,country
3.0870048647308863,7.211863913158218,1.6639311820802867,3.294677595474004,3.5422631212371236,6.055944975513329,3.828943933066281,2.5819605096312435,AGO
11.295843399977171,3.1337004073812677e-15,21.23061324088205,3.8289165892073294e-15,23.2190522685561,0.0,9.612525560654369,22.729561452749913,ARG
4.728509084655952,6.337667369789018,1.9662752008996323,3.2472917189811445,3.8606317109836708,4.861877635285822,2.9406032886963547,2.780670682791282,BDI
2.8596906368408277,6.655027214007877,3.334898640237127,3.360238736831882,4.173973775318999,5.556326452287313,2.983423097613599,2.7078517475001496,BEN
3.3726678698043604,6.8323009019047145,3.741310035146427,4.161992205398304,3.568210402618427,5.720461368122617,4.071741882338046,2.394430121871144,BFA
4.021048401125815,6.206921073874922,2.6992052358661756,3.6014640232467716,3.93955798927751,4.228742564868629,3.976610832205461,3.7154790653258445,BGD
28.59137177587023,-1.1173151982031678e-15,20.128499923547814,7.53177967189331e-16,21.30349043116147,0.0,15.292486720973962,15.580908764161254,BIH
17.377910931570106,-6.348019166297787e-15,10.158547152333714,1.1856403955386449e-15,20.361544818879004,0.0,7.9048613067958176,14.313236473777442,BOL
11.387370032965066,12.184312773159903,4.917909141221021,12.198342939043643,8.296063333606895,20.192929978722134,4.956688863481384,22.655209903054505,BRA
13.780536687267158,19.061468042361277,5.673188726797859,8.000364774324837,13.182073777502552,16.84990891775582,8.845214822171013,8.942233433526587,BTN
9.255824975592589,10.083277707281894,8.802636215631512,9.883734300935835,10.830757362192797,9.283028631178261,3.918642339172502,4.438650676563549,BWA
3.161966686136582,6.227436071829423,2.311839754353868,4.9948135775408575,4.961809117875296,8.107052109338843,3.0641837927209536,1.8341250061031527,CIV
7.3804354877223854,12.201707828474657,2.3147445948592074,5.083953183714952,7.08912817466918,8.636133321917146,7.097583076258372,4.696458722800809,CMR
1.7454583566061124,2.8565693855639926,0.8807167066099362,1.3109368517285858,2.6002583203454837,2.49439225779581,1.9253853320505425,1.6461804544033742,COD
0.0,0.0,2.145033328154909,2.9300684556439154,4.692006908415742,4.710566628520356,3.0395411641260806,1.687264965626816,COG
9.890704445995446,3.860824729306851e-15,12.434883253909064,1.4703499138959794e-15,14.167451828555253,0.0,7.455583421778085,13.71797042068084,COL
7.4334072708598935,9.850065863978859,4.847681802688205,6.397895573740616,6.04594849284737,7.127607406390636,4.486935210817734,5.821181711382956,COM
13.341926062275604,5.455485048380191e-15,19.892069388350983,-2.8187097036331924e-15,31.36472269551466,0.0,9.087104569905666,20.577243839057058,CRI
10.491745323234532,10.491745323234532,5.99474899821997,5.99474899821997,11.612716942487673,11.612716942487673,4.160181222115298,0.0,DJI
12.552229348900955,14.197716523649165,10.701333900577106,13.778820093102059,16.52068456062232,22.04324609121649,8.227518234869786,11.760610886426921,DOM
14.10522364060198,-4.8200365041579596e-15,9.615276331330694,-3.49349679863057e-15,19.8160114675631,0.0,9.048778610925442,17.18276687932425,ECU
6.356978875273267,5.0912859612959265,4.083001948872274,4.846450011202126,5.820873464184129,4.424160907425196,4.038363334611509,3.476181303617894,ETH
10.41916818269171,1.133106690342487e-15,5.224521863775987,8.269731186416093e-16,9.707815375019248,0.0,3.6361539153897215,4.094116149282495,FSM
3.915159312310105,8.762115168679058,2.4181261603181063,4.5002536939586255,4.867556182840904,9.302960450360423,5.222065240424247,1.8358464522964528,GHA
7.955386614395792,12.374320856888158,5.158957816052425,6.800249436523628,9.058866795774689,15.702083497122334,5.387321872277767,7.094380030241197,GTM
11.075752053366907,8.685770523360202e-16,3.1808387865061594,-6.691133045773643e-16,13.347296411472701,0.0,7.012539872517739,8.158468623925241,HND
3.626042070113911e-16,3.626042070113911e-16,13.22175096718718,13.22175096718718,15.208533565670376,15.208533565670376,10.34460339412459,10.98233007293154,IRN
8.466323630360801,10.518287957594904,7.85961465810545,10.464515756658054,4.7120865913243835,9.850157357008861,5.261002048419346,5.81788238212663,IRQ
34.331820281790215,19.254097802112703,9.541471958815631,16.17935555369651,6.098136307394156,11.98771298743431,9.05303304037455,10.107686041734016,JOR
0.0,12.367928695360806,-5.339911558695689e-15,11.080612252567057,36.93740354338063,13.034444383664447,10.607348905100961,12.278814524874605,KAZ
5.117356329123613,-1.0666083636405182e-16,3.5795947975182902,3.2811141172788988e-18,5.276748211135692,0.0,3.581975118629283,3.670773594113925,LAO
37.47650934249192,37.47650934249192,14.224759522998971,14.224759522998971,23.42435874998724,23.42435874998724,19.159645358893734,16.777856862592813,LBN
6.605537278216221,12.156587304628767,2.953200719212939,7.46931058077683,6.249697605876342,9.071974455114638,6.281050367880786,10.028995721973024,LKA
10.713657333858528,9.34736532915415,3.4909034273858435,4.446982430719814,9.599496534275673,8.141899968915634,3.6614967746113756,3.303845963726727,LSO
9.248409419514392,12.432957757002157,7.202347794567704,10.090665442976347,7.873370432997396,11.635250436925148,7.711149831701606,9.14893632851853,MAR
13.913753153517586,13.913753153517586,12.40658691908879,12.40658691908879,16.21462969440152,16.21462969440152,9.997606066901469,10.116080539572627,MEX
24.932674191133437,-1.6902348985504497e-15,9.384528388091853,1.2338313026192852e-15,19.901248748777537,0.0,5.064360963772983,12.664903285923556,MKD
10.259270536331572,10.259270536331572,5.212321490384284,5.212321490384284,6.869287545455558,6.869287545455558,5.085915866474954,6.455391110727149,MMR
13.096451451860059,2.7807798544618677e-16,9.838729052658518,2.8277946257245005e-16,9.755580863519107,0.0,7.056715505709396,9.238413931681183,MNG
5.8106668446346,6.82418331107002,1.6483289774009322,2.9810739133119575,4.548546183516631,6.58265225324333,2.9977929212626284,3.267668697983404,MOZ
7.405961021890493,7.989028485498093,6.9659018952342,9.325520094802673,6.7774204610009505,10.523279818694286,6.146487008131832,6.7530660758396195,MRT
6.5250268863222995,6.8931809292431545,4.889776268744069,3.7765554064786904,6.633716916337487,10.491405320120592,5.784341934213282,3.292028869217794,NER
