country,year,scenar,ssp,ccint,GDP,avincome,incbott10,incbott20,inc2040,incbott40,quintilecum1,quintilecum2,quintilepc1,quintilepc2,below125,below2,below4,below6,below8,below10,gini,tot_pop,gap125,gap2,gap4,gap6,gap8,gap10,childrenag,childrenonag,peopleag,peoplenonag,incsharebott20ag,incsharebott20nonag,poorag,poornonag,incbott20ag,incbott20nonag,avincomeag,avincomenonag,shareag,sharemanu,shareemp,grserv,grag,grmanu,skillpserv,skillpag,skillpmanu,p,b,fprice_increase,farmer_rev_change,transmission,food_cursor,temp_impact,paramshstunt,malaria_cursor,diarrhea_cursor,disasters_cursor,malaria_share,diarrhea_share,prod_gr_ag,prod_gr_serv,prod_gr_manu
ALB,2030,0,ssp4,1,5778932875.730912,1791.821801401147,451.6908688681477,608.2470014333092,997.2310855223144,802.7390434778118,881.3576178213779,1104.4256819416235,0.01620275472526573,0.020303606702825522,161.68494108496753,671.3750518852119,3708.3977108884665,5762.8388753257605,9677.216281845276,17176.555041761236,0.37930105320981655,3225171.6499997983,1.838632767053278e-05,6.562527996725947e-05,0.00036045689150832863,0.0007295402555711111,0.0011286289716070888,0.0017149227350961884,278505.0846739508,175547.26732602943,1564879.9445811852,1660291.705418688,0.0912803974445144,0.06957035055601599,114.08222497402157,47.602716110946,619.7556974437953,668.470803937729,1168.3656103111139,2379.4499191455166,0.4389552179357057,0.23349809609813044,0.7099722321177879,0.023035952461013205,0.015776735101013205,-0.022963314838986795,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.012492856987295964,0.01374731383380712,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.004569327725,0.05195580617058071,0.05022965934910939,0.006131973225785625
ALB,2030,0,ssp5,1,5847660211.9429035,1857.7500706693388,461.61187973005497,654.7366134854067,1083.1689015176667,868.9527575015367,973.1701580687607,1198.8350488537928,0.017636001663290327,0.02172554998763368,119.28580963453857,653.4149312945085,2747.136583973276,4218.914077014235,6170.157783851778,11257.025380028472,0.36800086241226415,3147710.9349998115,1.1216702474036291e-05,5.2118123442726986e-05,0.0002682335210153975,0.0005417234702768345,0.0008156734488733647,0.0012176471253262302,277789.10219878476,131965.12580120072,1654048.6709355677,1493662.2640643716,0.08444547674559866,0.07733685298736308,97.51573475146296,21.7700748830756,667.225507913887,757.9274604217765,1287.6330504110952,2489.085093534493,0.4389552179357057,0.23349809609813044,0.7099722321177879,0.023035952461013205,0.015776735101013205,-0.022963314838986795,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.00780264295407096,0.016953803403890966,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.0022846638625000004,0.052130942641979816,0.054086949156441966,0.0068876892080234065
ALB,2030,1,ssp4,1,2968818546.5084987,920.5148961632782,272.6645210742796,351.920810681407,576.9499554503952,464.4353830659011,489.20429661793275,742.4980177408394,0.013409212578352057,0.020352057060258787,72.06247347538613,206.00538832021567,2080.9642545831894,9611.418917013008,57161.23712705575,115765.3355635541,0.31807774948463996,3225171.649999969,8.34520777109837e-06,2.1573355681584515e-05,0.0001671043147484817,0.0006263997197175901,0.003170935935391982,0.007803806789559193,174709.08048013307,279343.27151985816,988355.7985939318,2236815.851406023,0.0858816010839981,0.0845312197300562,22.585217452269347,49.477256023116766,358.40242366895694,376.4794317844122,665.4769292893059,1033.2055556393607,0.2609539280379016,0.24487912258462885,0.7419344411905697,-0.03249729329898679,0.006465442561013203,0.010948302181013204,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.012492856987295964,0.01374731383380712,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.004569327725,-0.0266698097798046,0.01701126637411443,0.028756390112463892
ALB,2030,1,ssp5,1,3092545861.8499985,982.4745428379048,288.00277173351793,375.3437258225087,631.0981435033733,503.220934662941,511.9762938629526,749.1567063250827,0.013833395480735712,0.020241915729040282,44.63481041071384,119.22563290289575,1175.8720418721211,6697.50869242601,54128.204235185105,90456.85657910822,0.3185498644223743,3147710.9349996704,4.760939427896344e-06,1.1445544170577954e-05,9.255464247504011e-05,0.00039017424465338,0.002823721775951375,0.006917785294549642,168258.64119886144,241495.58680112637,999816.7395727324,2147894.195427083,0.08973766148819085,0.09265790040651374,11.757317210351113,32.877493200362736,375.1773148706459,393.2366895222666,656.5445899919881,1134.190685782594,0.2609539280379016,0.24487912258462885,0.7419344411905697,-0.03249729329898679,0.006465442561013203,0.010948302181013204,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.00780264295407096,0.016953803403890966,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.0022846638625000004,-0.02626598363020982,0.01968305934343295,0.030646841730262553
ALB,2030,2,ssp4,1,7091359007.97494,2198.753981970213,391.43042462738913,549.6694138503283,1087.3272849202745,818.4983493853015,835.1863254097191,1374.3804216773606,0.01531596264534916,0.025203907868801802,255.56206561300837,811.642355436707,2961.263875267998,6195.843200349683,15451.106222594935,34935.60359104574,0.39332677288137297,3225171.649999948,2.9120678198034592e-05,8.431384629331442e-05,0.0003255353575773046,0.00065171910043779,0.0013062945919314886,0.0024836250339537553,124864.48102213685,329187.8709778621,660161.7194436113,2565009.9305563695,0.07461103163935143,0.05733354009553813,161.91851884949273,93.6435467635156,565.6920095416287,582.0256703639105,1034.9587532156957,2498.2822801426128,0.1904547217248679,0.1347801669122844,0.5515240956761867,0.018549027301013196,-0.002710616638986793,-0.031888644238986796,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.012492856987295964,0.01374731383380712,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.004569327725,0.055683591226069584,0.03234611780964047,-0.008248954048860946
ALB,2030,2,ssp5,1,7266182837.685755,2308.4021969399037,433.4187470610821,605.7414710813034,1180.4725723632203,893.1070217222617,900.2210429160442,1506.2841570994817,0.016272701895694287,0.027228104976627348,166.52234789356717,620.1143651991362,2040.155542055143,3505.8162812660225,6996.854276549428,17909.767220784182,0.3819922113836429,3147710.934999876,1.8167335691421228e-05,5.838166767457566e-05,0.0002223785208277326,0.0004378460655896666,0.0007362599063525307,0.001275173203047987,112151.97231069657,297602.2556892974,630368.0454079639,2517342.8895919677,0.07521505512973557,0.060717572870896006,97.7674291352711,68.75491875829606,628.5938956216776,636.0450580691422,1116.0169878785725,2606.9874777600303,0.1904547217248679,0.1347801669122844,0.5515240956761867,0.018549027301013196,-0.002710616638986793,-0.031888644238986796,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.00780264295407096,0.016953803403890966,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.0022846638625000004,0.05682415659887674,0.03727042709922057,-0.006306727456872219
ALB,2030,3,ssp4,1,6633045666.737491,2056.648881537046,302.4978452839763,452.5646916254597,826.3496186294785,639.4571551274692,694.7268611258875,1027.9598681535676,0.01076783327640044,0.015932737158269258,133.85106758986493,617.425325047949,5094.31310046054,25880.99653110731,73463.60328849076,119644.78988658373,0.45406867257317507,3225171.6499998155,1.6678816515566872e-05,5.929264950696581e-05,0.00037641829580096787,0.001920764950284619,0.0048239227650361555,0.010042491297262004,262806.0521794683,191246.29982051995,1484283.5142172072,1740888.135782701,0.06985976839291975,0.05119848693342473,85.44548619317823,48.405581396686685,464.51351093584213,499.9763419761383,1015.0286526817574,2944.7356586176243,0.4141925814439071,0.22414484476653623,0.7154157236940798,0.0190918848610132,0.014861288521013205,-0.03246054005898679,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.012492856987295964,0.01374731383380712,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.004569327725,0.058728776887728706,0.032485402640729744,0.0014443892580009443
ALB,2030,3,ssp5,1,6654443004.470613,2114.0578477135846,297.64022428203054,474.57397462365316,916.7522207797526,695.663097701703,745.3811440834213,1139.8397618549734,0.01138957758912853,0.017416986611306147,96.71375377027056,592.8296914721011,3021.8440119357547,29342.094148088527,95331.82531290966,130962.68066254664,0.4462996492520861,3147710.934999746,1.0328498960572114e-05,4.6277571433872705e-05,0.000265009677709728,0.002141239628681154,0.0046340036937832,0.010646147055303538,263640.68991772545,146113.5380822612,1570792.5693807947,1576918.3656191058,0.06263589729005865,0.05954849641899307,74.48034163211734,22.233412138153216,471.77668569870457,544.9784991847635,1123.4588817965964,3100.8086705995916,0.4141925814439071,0.22414484476653623,0.7154157236940798,0.0190918848610132,0.014861288521013205,-0.03246054005898679,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.00780264295407096,0.016953803403890966,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.0022846638625000004,0.058862924903720915,0.0366442505000788,0.002509895910426607
ALB,2030,4,ssp4,1,5278882052.919767,1636.775535007498,334.3637455415859,432.3373208187407,789.5397103983174,610.9385156085291,612.1884594132321,976.1470956308501,0.009621563373276609,0.01534178078308466,227.67760906465412,860.9187608854652,3229.593432558137,6118.418776999471,17047.223830311694,62037.29648527127,0.4226186164671387,3225171.6499999114,2.7657688631502905e-05,8.684965785553474e-05,0.0003528173608753701,0.0006859222333584927,0.0013211970702870816,0.003906917546025696,192188.2287768419,261864.12322315507,1034544.7692100933,2190626.880789848,0.08802571603888044,0.07205385340060824,123.47713542045759,104.20047364419655,444.64112689272406,480.06043173801606,762.3765985520569,2049.718904709358,0.30841048168688223,0.3051943481295981,0.588253223575679,0.0068890975810132135,-0.014647326778986794,0.002429617141013203,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.012492856987295964,0.01374731383380712,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.004569327725,0.054344550257920954,0.007714802440286439,0.0215991823433066
ALB,2030,4,ssp5,1,5278982521.396947,1677.086184343973,335.0335912409898,438.9393085508177,821.2314456432836,630.0853770970506,627.824002120791,1035.86112533649,0.00972743496595065,0.016049516578578536,170.70583369747703,782.3958522925748,2316.385457716449,4191.021218153702,10969.849728430027,73068.1128508033,0.4218446247480373,3147710.9349998464,1.8562544699390308e-05,6.779614829772604e-05,0.00026082176690170013,0.0004936830135936696,0.0008964387039984508,0.003554221195243026,178418.8847922253,231335.34320776645,1042838.4427620426,2104872.4922378943,0.08436473968993294,0.07681387716782904,93.7516061480582,76.95422754941882,455.0725364875172,500.46430242805184,799.2673601921666,2111.9929157405154,0.30841048168688223,0.3051943481295981,0.588253223575679,0.0068890975810132135,-0.014647326778986794,0.002429617141013203,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.00780264295407096,0.016953803403890966,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009808000000000004,0.0022846638625000004,0.0547504337795337,0.0065631227409881365,0.022926844971435267
