country,year,scenar,ssp,ccint,GDP,avincome,incbott10,incbott20,inc2040,incbott40,quintilecum1,quintilecum2,quintilepc1,quintilepc2,below125,below2,below4,below6,below8,below10,gini,tot_pop,gap125,gap2,gap4,gap6,gap8,gap10,childrenag,childrenonag,peopleag,peoplenonag,incsharebott20ag,incsharebott20nonag,poorag,poornonag,incbott20ag,incbott20nonag,avincomeag,avincomenonag,shareag,sharemanu,shareemp,grserv,grag,grmanu,skillpserv,skillpag,skillpmanu,p,b,fprice_increase,farmer_rev_change,transmission,food_cursor,temp_impact,paramshstunt,malaria_cursor,diarrhea_cursor,disasters_cursor,malaria_share,diarrhea_share,prod_gr_ag,prod_gr_serv,prod_gr_manu
ZMB,2030,0,ssp4,1,2551334758.964863,108.34430518497834,12.28244731576136,16.67146205963733,33.27362292227253,24.97254249095493,25.198162780117293,42.83294747589155,0.00121517226171451,0.0020656033582435516,8028348.200371961,12355870.185542965,17443991.436443895,19684960.784357402,20580024.52178045,21357727.669621304,0.5563580124657006,23548397.44099937,0.13165063295704452,0.24984920746838957,0.4551811133855116,0.5666795728879164,0.6387263397420901,0.6893439021584279,7422471.321824129,3919420.501175822,15086838.513940547,8461558.927059412,0.04210159020600253,0.024406291489567206,5887210.805870968,2141137.394500991,17.751983049894875,16.107638165355144,79.92751465072246,159.01103617042116,0.7444350128511407,0.16542242535195903,0.5139882178130445,0.0834420847884385,0.07618286742843848,0.03744281748843848,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.0160862785875,0.057004557499945374,0.07117009859757517,0.035937379166403494
ZMB,2030,0,ssp5,1,3318839401.6661487,170.27763009903944,22.046807974748695,31.35733273714849,65.10083668195747,48.22908470955298,49.402343133213606,85.94333384043924,0.002202535531697724,0.0038316653521007467,2554718.657107201,5202633.438346243,10831222.153821532,13305897.256439777,14954097.059944127,16094820.248895792,0.4871462622807984,19490754.009997696,0.0374299094763839,0.09712327602476077,0.26419844019285343,0.38478592674105067,0.4703219427018268,0.534002802488603,4965684.8244171245,2159375.3775823885,13277993.2140556,6212760.795943199,0.04851040369130172,0.028095032983863493,1909225.9853435678,645492.6717636333,33.10792921703827,30.620048668561154,132.16510290124805,251.7322191495662,0.7444350128511407,0.16542242535195903,0.5139882178130445,0.0834420847884385,0.07618286742843848,0.03744281748843848,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.008043139293750001,0.05277981988044411,0.06638323068616026,0.03708584569286533
ZMB,2030,1,ssp4,1,2786720635.4845867,118.34013938598822,8.346011780485828,11.895234809266167,25.416954319647214,18.656094564456694,17.861675536180545,35.06410241674909,0.0009181164909228682,0.0018023466277290643,10070281.933605738,13279572.942176864,17637360.16528051,19427260.809935052,20287835.319326915,21323502.461782213,0.6281282245310852,23548397.440997414,0.19660845190656817,0.3128717735822559,0.48625374608122734,0.5875168275290116,0.6530081821999372,0.698454783458857,4752801.596176643,6589090.226822973,9926021.467091076,13622375.973907841,0.03389538105558373,0.015909813452290714,4366446.3934173705,5703835.540188364,12.722720040654869,11.590967430241523,80.94034137996643,145.5917141908307,0.5928513101396493,0.1716282222777793,0.5537883482050729,0.02790883902843848,0.06687157488843849,0.0713544345084385,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.0160862785875,-0.004387423602367324,0.05617599970810527,0.06528056038206698
ZMB,2030,1,ssp5,1,3033378249.5380945,155.63165221734252,14.208903604769148,19.692274598197635,41.873141907535725,30.782708252866676,30.813369195379444,53.27216963265129,0.0013967554639231412,0.002414802274222056,4937983.7761231745,8612969.04959245,13118593.427263819,15598251.470817938,16251887.501722636,16612842.501646506,0.5906706550835108,19490754.009999346,0.09544696257938082,0.19306731375255398,0.3752871810983814,0.4940816202245791,0.5751452403882418,0.629120857238216,3705455.158304456,3419605.0436952133,9954169.786510782,9536584.223488398,0.04652348774138547,0.018023997770054312,2540676.4330131826,2397307.343109993,20.230888727060627,20.778810717710936,90.19266789839314,223.93606240262739,0.5928513101396493,0.1716282222777793,0.5537883482050729,0.02790883902843848,0.06687157488843849,0.0713544345084385,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.008043139293750001,-0.014470080768296811,0.03858851008999964,0.06539261245769845
ZMB,2030,2,ssp4,1,2229517771.2011805,94.67811033796225,9.902194710876469,12.812731733160868,25.700457825233748,19.256594779197307,19.652683674194368,33.20311732473844,0.0012577022554958065,0.0021248820894445757,10546616.870839695,14874341.146084672,18830965.9757951,20498704.285516735,21371621.636500668,21929557.307775214,0.6031977771321559,23548397.44099983,0.19291664898828426,0.32886147188213566,0.5296418625352686,0.6321183572665949,0.6964503946133445,0.740912156777652,4405107.1785457535,6936784.644454279,8789601.627259709,14758795.81374031,0.04578524500831492,0.023061632750581127,4707636.067518124,5838980.803321569,14.060939246736195,12.786576665270314,58.79550431722345,116.04799825094358,0.5328150556985357,0.11159393965327144,0.3166846936295469,0.07895515962843848,0.05769551568843849,0.02851748808843848,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.0160862785875,0.06002715279233506,0.05291050981599277,0.02049109926190229
ZMB,2030,2,ssp5,1,2863592308.5219526,146.92055048525827,16.525559353188886,22.101735562701574,45.303534301204124,33.70263493195284,34.114419676841194,56.342217868861106,0.0019207429255735165,0.0031722338356587046,4401533.915301053,8320148.1997232735,12592258.193023413,14952448.636137623,16141161.719510624,16971513.93101654,0.5548724677572049,19490754.00999931,0.07827846791358829,0.17137034673956755,0.36517956181828637,0.47969673144756336,0.558957193985578,0.6162879209251125,2693232.1697503543,4431828.032249469,7270679.60409787,12220074.405901622,0.04877005394156852,0.02552395932665215,1747892.9617836815,2653640.9535173713,24.590538657526412,22.055968107406393,99.44332702401039,175.16847016340733,0.5328150556985357,0.11159393965327144,0.3166846936295469,0.07895515962843848,0.05769551568843849,0.02851748808843848,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.008043139293750001,0.058931562092763956,0.047277299220525704,0.021119492439428234
ZMB,2030,3,ssp4,1,2656149529.32772,112.79534142323888,7.916589474245273,11.116703680632401,24.93796622048842,18.02733495056041,17.431192032235792,33.86131210716439,0.0008571968146386684,0.001665164885113375,10565189.175378067,13630326.597728347,17429992.86305845,19316768.960227042,20324462.747979246,21002716.061080012,0.6198961849259463,23548397.440999664,0.20469767404560962,0.32196181129365636,0.4953124936695769,0.5890129428857831,0.6526889063242284,0.6979237132541408,7053677.293462632,4288214.529537114,14382694.750733394,9165702.690266019,0.029141993718709614,0.01569301658981101,7282717.83372914,3282471.341648924,12.03801443776345,10.283273540992267,76.79646337388519,169.28428633551343,0.7233474570784797,0.16032232489714585,0.5207665876694891,0.07949801718843849,0.07526742084843849,0.027945592268438478,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.0160862785875,0.06235249054418235,0.05849351461883745,0.034979662293601166
ZMB,2030,3,ssp5,1,3342114571.7961936,171.47179478441277,12.787101741948936,19.256788132698873,45.51007752926101,32.38343283097994,33.525884542989125,61.564774485537576,0.0014568070460815924,0.0026751866053213737,4617461.314982151,7588360.216150713,11439986.687376106,13261020.51209817,15230109.207829764,15754099.604397153,0.5636171249876536,19490754.00999803,0.09406393787364996,0.17907745147090157,0.3421370019772235,0.44143214281991333,0.5138714843843619,0.5699719342109208,4834926.113995827,2290134.088003587,12869161.618632559,6621592.391366093,0.03261141190790346,0.019672503333231128,3672560.996024935,944900.3189572152,20.34034999107728,19.34581488031479,112.86517387720926,285.37461933159807,0.7233474570784797,0.16032232489714585,0.5207665876694891,0.07949801718843849,0.07526742084843849,0.027945592268438478,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.008043139293750001,0.06092192128465812,0.05134997185600487,0.03632144998899922
ZMB,2030,4,ssp4,1,2264061493.93047,96.14503490537004,10.554964281509566,14.02692649398326,25.553443844867303,19.79018516942528,20.471773272550557,32.23133956869769,0.0014233346035650405,0.002240938306448276,11084291.347928397,15530214.190252637,19025178.64237725,20319163.45176046,21281360.676975656,21538694.51578803,0.6124578270413288,23548397.441000223,0.19051487101052308,0.3367563931155516,0.5422029894609836,0.6406494263165353,0.7010008077836779,0.7425911428099005,5726244.261316769,5615647.56168306,11314203.315133745,12234194.125866143,0.06181072946191345,0.022933852312555195,7095054.210274247,3989237.1376541522,14.99475888898323,13.823645622075437,44.02083589160058,144.3495818671867,0.6332647258186542,0.2045166477384503,0.36242070881724964,0.06729522990843849,0.04575880554843848,0.06283574946843849,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.0160862785875,0.05695179055709465,0.039296230048963654,0.05390896741972395
ZMB,2030,4,ssp5,1,2665814193.7592916,136.77327169546965,16.825525902135123,22.172321284556794,40.16365199432773,31.167986639442255,31.911636377509303,49.05575974981862,0.0019464548845770683,0.0029921631737120638,5234432.354805928,9804013.59125755,13997010.039544808,15634189.764993414,16240864.724658268,16823587.38456659,0.576288041272737,19490754.0100001,0.08195967165357483,0.19798899338519765,0.4133737738579443,0.5315593956026421,0.6037150700326549,0.65267772055011,3351178.2856316506,3773881.9163682284,9190401.798855867,10300352.211143779,0.07110926298073914,0.02470018810463956,3227772.064226491,2006660.290579436,23.726520987849042,22.251227676034826,61.895410811160914,203.5824072725178,0.6332647258186542,0.2045166477384503,0.36242070881724964,0.06729522990843849,0.04575880554843848,0.06283574946843849,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.009906000000000005,0.008043139293750001,0.05628523100077554,0.01567216471031241,0.05416693271160056
