country,year,scenar,ssp,ccint,GDP,avincome,incbott10,incbott20,inc2040,incbott40,quintilecum1,quintilecum2,quintilepc1,quintilepc2,below125,below2,below4,below6,below8,below10,gini,tot_pop,gap125,gap2,gap4,gap6,gap8,gap10,childrenag,childrenonag,peopleag,peoplenonag,incsharebott20ag,incsharebott20nonag,poorag,poornonag,avincomeag,avincomenonag,shareag,sharemanu,shareemp,grserv,grag,grmanu,skillpserv,skillpag,skillpmanu,p,b,fprice_increase,farmer_rev_change,transmission,food_cursor,temp_impact,paramshstunt,malaria_cursor,diarrhea_cursor,disasters_cursor,malaria_share,diarrhea_share,prod_gr_ag,prod_gr_serv,prod_gr_manu
TZA,2030,0,ssp4,1,18540878700.155296,238.02136427628386,18.405296884078734,26.65220518880893,61.777632363668786,44.21491877623886,44.45420310556299,77.91202770311641,0.0007867875164479045,0.0013789519661929154,12768568.597383296,21896440.59725423,47030739.435178965,58766372.644738846,62341653.54864327,64240665.49706078,0.6620392648396229,77895859.29200053,0.05497294238302111,0.11813505136394147,0.2905903614927735,0.42758731239432574,0.5154048483411252,0.5746814017916133,22227323.654504582,11536332.175495895,51434758.47928059,26461100.8127192,0.036842751261118585,0.013725974969426017,8086327.576104556,4682241.021278738,150.7332410609738,407.6909319735997,0.6211960672400939,0.18285465333239673,0.9070207537950324,0.04238524713377667,0.035126029773776664,-0.0036140201662233345,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.0160862785875,0.0551927223045221,0.04640431635888431,0.004488884806757243
TZA,2030,0,ssp5,1,25288713166.879383,379.9533728207207,35.10674623117255,50.103428316848515,107.24230252409109,78.67286542046979,80.61292938788885,132.5549017473577,0.0013786013408732735,0.0022668865487933372,2613026.557728907,8578450.705328327,22721293.49176881,38733925.69433445,46137471.186901376,48866475.111291654,0.6433691700868889,66557411.976996094,0.010084648846907828,0.03817340616546931,0.13580453651237134,0.25156020242952176,0.349541669144346,0.4228949107700808,17178549.3802536,4696167.609745438,46716997.86110505,19840414.115892652,0.03597564306459083,0.019752197841201285,2159262.6275203726,453763.93020853435,273.1068863296772,631.5381961873971,0.6211960672400939,0.18285465333239673,0.9070207537950324,0.04238524713377667,0.035126029773776664,-0.0036140201662233345,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.008043139293750001,0.09201599254530701,0.059602763868900954,0.012827176527017814
TZA,2030,1,ssp4,1,13268257414.946915,170.33328261017817,10.048086841554815,14.180279780933006,38.16585126740854,26.173065524170774,23.41816891178048,54.91946427460914,0.0008431008608621084,0.0019772104207821427,22529425.3712732,33888334.23622428,51364803.45751232,58924405.82975541,64029569.19045767,67991584.3581414,0.6521477872473378,77895859.29200073,0.13901044120458167,0.22260464873707203,0.39568475467055675,0.5026346001116964,0.5767786582588338,0.629785486715147,17346276.0498309,16417379.780169008,39566191.21060821,38329668.08139064,0.023540621620247303,0.014226710171112548,12461357.79068077,10068067.580592439,117.38603978862449,224.98861458706102,0.42698149581276185,0.1906041881169065,0.9288211288858956,-0.013147998626223335,0.02581473723377667,0.03029759685377667,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.0160862785875,-0.008396476230463912,0.03106951766456789,0.028539923066143613
TZA,2030,1,ssp5,1,14077395598.807364,211.50755686942924,16.40933660435092,23.16336337688849,57.86067228729753,40.51201783209301,38.07882025589855,78.41799299012705,0.0013581541905705033,0.0027969281894748713,13146595.323913475,20279923.889348194,39636344.52633188,50793586.844358504,53439855.385942705,55622371.31715124,0.6430128127593566,66557411.97699957,0.0707781019918238,0.13767538837750676,0.30397291157988726,0.4418354075380673,0.5268930390011514,0.5856786793719797,12587970.78191514,9286746.208084965,34576858.88911811,31980553.087881085,0.028729703590845573,0.01975628150105934,7538187.755320469,5608407.568593009,153.05660287566116,274.7037868602957,0.42698149581276185,0.1906041881169065,0.9288211288858956,-0.013147998626223335,0.02581473723377667,0.03029759685377667,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.008043139293750001,0.005728374789954138,0.032521531812430116,0.030482949926886826
TZA,2030,2,ssp4,1,27482628486.581768,352.81244390103586,22.139229920553344,29.66660968246843,56.19598134812925,42.931295515298835,42.47293324227715,77.9530887809221,0.0007119587086893446,0.0013066999660755142,12170727.332282132,25432072.4631951,41709148.99405141,48571640.338234745,52779546.19349426,54627670.86719118,0.692548807225928,77895859.2919999,0.03965129162847224,0.11801314090192679,0.27443660227956357,0.3786892041568882,0.44764675780177293,0.49594872982458316,15614856.436788892,18148799.393210944,34266434.91570105,43629424.37629814,0.03255051861219924,0.013610898406848463,6468035.681952447,5702691.650329687,173.94492832346597,493.29451921353456,0.3500608558111424,0.11563593391477255,0.7989484738406191,0.03789832197377666,0.016638678033776673,-0.012539349566223334,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.0160862785875,0.04393324652319741,0.038924151097086135,0.0002559496722649435
TZA,2030,2,ssp5,1,37780265012.85647,567.6342257104601,41.59048264320685,53.78514383713815,98.78128002171427,76.2832119294262,75.64637938800516,127.64727006962715,0.0011553893444027413,0.0019496279514460365,1390407.8423390752,7421907.730828157,24322882.584771667,33765781.61081628,38329154.758216895,40781441.21474352,0.6826253626745324,66557411.97699848,0.005592178022473012,0.0248352421717326,0.1409282465031525,0.2466816445285869,0.32052652630534634,0.3754842905053056,11484706.061786707,10390010.928213043,30085756.05290792,36471655.92409186,0.03810001924569019,0.01600943177642472,867894.7833115049,522513.0590275705,265.7184599064949,816.6869174064499,0.3500608558111424,0.11563593391477255,0.7989484738406191,0.03789832197377666,0.016638678033776673,-0.012539349566223334,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.008043139293750001,0.07374822008001503,0.04972355532718953,0.007512439912626734
TZA,2030,3,ssp4,1,20056154740.85602,257.4739520578832,5.890356980834851,11.138635147835775,38.826214860719126,24.982425004277452,24.103601602561096,53.850357892090315,0.0003665538946215785,0.0008189256832893477,22105439.934356734,36538793.96292692,50582985.13967876,56909542.867375776,59652700.95741839,61913986.25872711,0.7429121126832298,77895859.29200068,0.15260028083070443,0.2350460268416514,0.41243181038868404,0.5070610576571893,0.5672430818324915,0.6095914953547276,21509411.127552707,12254244.702447293,49737121.85399067,28158737.438008975,0.01573277636849907,0.005295398537827671,13877727.064700764,8227712.869655972,149.35166268417981,448.4516723321437,0.5941779212680809,0.17648586518939044,0.9107335809621688,0.03844117953377667,0.03421058319377667,-0.013111245386223335,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.0160862785875,0.05248022697307975,0.028488981067557706,-0.014954469772903711
TZA,2030,3,ssp5,1,27008120411.066628,405.78681785883896,9.833752244687167,19.79601157274867,59.69638590596634,39.7461987393575,42.53883580522119,79.55239156254781,0.0005850089677968391,0.0010940323493306304,12181253.177749751,19512643.74867841,35450488.23492932,41080581.235712774,45633850.45829975,48057024.15063661,0.7264927842663573,66557411.97699887,0.08961108300914031,0.14319488516970189,0.2920803528226207,0.39027967972031374,0.45592143888700826,0.5044412455700423,16845514.238136593,5029202.751863304,45234394.650061995,21323017.32693709,0.015988314007232374,0.006845697760108842,8742236.152880955,3439017.024868799,234.48247307057125,769.1898118447677,0.5941779212680809,0.17648586518939044,0.9107335809621688,0.03844117953377667,0.03421058319377667,-0.013111245386223335,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.008043139293750001,0.09855126401110925,0.03640379281092643,-0.00704495882409617
TZA,2030,4,ssp4,1,18220273411.86428,233.9055448835071,19.72861901630461,26.280745364168034,49.266996892614415,37.77387112839123,38.725122784299494,65.02140708105671,0.0007075627844451641,0.001188033104480374,14796594.40768407,28817348.66922605,49892153.293888815,57279326.64919388,60596267.84140063,62671314.57972366,0.6719520556936431,77895859.2919986,0.05480760965114413,0.14414028071003793,0.3265903993126863,0.4495096859808065,0.5267605318733785,0.579407959308575,18519680.910540596,15243974.919459408,42231734.12749866,35664125.1645016,0.04283553206191094,0.016572121372700185,9694225.313923113,5102369.093760954,118.10304704373347,371.0332685417195,0.47876063872597663,0.23167385252290693,0.8240002080041091,0.026238392253776673,0.004701967893776669,0.02177891181377667,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.0160862785875,0.043564078823860486,0.03258689952854832,0.024233534836636483
TZA,2030,4,ssp5,1,24585660525.479797,369.3902721754832,37.200297892772205,47.68606155864876,80.86516800833698,64.27561478349287,65.3774538782603,104.04957241506582,0.00104866312592246,0.0016689690923549591,2264362.6146115335,10082832.407540996,31456473.535402305,42186294.248985164,45357325.689946815,48056031.4397793,0.6608489914513413,66557411.97699934,0.0074419878905694755,0.036862831292938936,0.18500197386946413,0.31373469552626526,0.40029172011350406,0.45995288471692825,14571486.150846511,7303230.839152867,38587681.144263625,27969730.83273587,0.05469881043734943,0.020677890781452154,1734314.480442243,530048.1341692905,163.62016172953338,653.2754285394132,0.47876063872597663,0.23167385252290693,0.8240002080041091,0.026238392253776673,0.004701967893776669,0.02177891181377667,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.00011019189189190875,0.008043139293750001,0.08827622904214039,0.03922489637186932,0.029152586789608526
