country,year,scenar,ssp,ccint,GDP,avincome,incbott10,incbott20,inc2040,incbott40,quintile1,quintile2,quintilepc1,quintilepc2,below125,below2,below4,below6,below8,below10,gini,tot_pop,gap125,gap2,gap4,gap6,gap8,gap10,childrenag,childrenonag,peopleag,peoplenonag,incsharebott20ag,incsharebott20nonag,poorag,poornonag,incbott20ag,incbott20nonag,avincomeag,avincomenonag,shareag,sharemanu,shareemp,grserv,grag,grmanu,skillpserv,skillpag,skillpmanu,p,b,fprice_increase,farmer_rev_change,sh_people_affected,shockonincome,temp_impact,shockstunting,sh_people_stunt,th_nostunt,transmission,malaria_yr_occ,lostdays_mal,eventcost_mal,lostdays_dia,eventcost_dia,th_diarrhea,malaria_share,diarrhea_share,diarrhea_yr_occ,prod_gr_ag,prod_gr_serv,prod_gr_manu
VNM,2030,0,ssp4,1,36141464436.74768,364.4427894279905,104.03510708725936,135.63867756289906,213.15679364392867,177.02745643962336,2734651180.7218785,6941151443.680697,0.07566520126786457,0.19205506893138313,388770.8006364213,740147.0559774981,5428954.857490601,19457711.33620632,38297460.06673342,52097951.24756869,0.34984722189269757,99169102.76499766,0.0012219836310230724,0.0028665805435183597,0.013631848283339373,0.04736147350812682,0.10854249724521961,0.17913291036924522,8803058.403835598,7157227.608164278,55520187.793392465,43648914.97160624,0.09029258589950404,0.06650349966795169,336244.1371460819,52526.6634903394,127.67616305448583,154.73663288755412,287.7616656176909,461.9790144847998,0.5157173991371662,0.23180341273500296,0.7985020130408302,0.0659518664894625,0.05869264912946249,0.01995259918946249,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.05196715661507234,0.0100630440599081,0.016,0.3,.03,0.15,0.015,666,0.5,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.0098401075875,8.0,0.07460825363795887,0.08021809074318953,0.039857049312617354
VNM,2030,0,ssp5,1,40350874456.48752,409.45918185613726,136.1163476153725,169.6104003709378,250.75347433999775,212.55698100999007,3372445379.5952253,8299061018.292025,0.0835779998580185,0.20567239570585683,151292.17855072618,337269.53955161583,1827782.5373412326,9658475.815871922,26542215.73424199,42298971.33056463,0.3245314966434373,98546756.90399295,0.00037335769625441344,0.0011742982622073492,0.004956943710977828,0.020004874711099307,0.060787671374674224,0.12015279824649806,7946782.352866918,7293782.927132706,54030097.69695933,44516659.20703682,0.09909114735484936,0.07480675427064969,136824.97075313207,14467.20779759408,162.36331581434297,188.09449989665347,332.4094242298524,502.97486803362176,0.5157173991371662,0.23180341273500296,0.7985020130408302,0.0659518664894625,0.05869264912946249,0.01995259918946249,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.03891116517424354,-0.005569872883737004,0.016,0.3,.03,0.15,0.008,666,1.0,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.004920053793750001,5.6,0.07538919113547293,0.0845544489636787,0.04277138645724965
VNM,2030,1,ssp4,1,18827100058.94869,189.84844607864494,66.54525721832346,81.16629299949996,118.22929082669171,101.7610945748305,1660153393.0187469,4026288559.495494,0.08817892228865422,0.21385601324096534,318996.16736387595,1923846.8915583473,31933035.46161777,66017793.34866065,81789599.29051386,87613283.92164992,0.3240794646661831,99169102.76499619,0.0009146441777510166,0.003907269104532189,0.06733205192993917,0.20400863201923153,0.3421468091673104,0.44478158635699044,5965127.376237973,9995158.635761755,40067536.541627645,59101566.223369494,0.09514703539529183,0.09398220439060931,225282.96840095145,93713.19896292446,78.79787895302258,81.85801693065902,167.8127020460535,204.78744068854948,0.3235348328629936,0.24309399394595313,0.8241959302602057,0.01041862072946249,0.04938135658946249,0.05386421620946249,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.05196715661507234,0.0100630440599081,0.016,0.3,.03,0.15,0.015,666,0.5,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.0098401075875,8.0,-0.00011855922611858638,0.053161894708259494,0.059819227936044106
VNM,2030,1,ssp5,1,20757489442.50188,210.63594677928288,74.81228299396484,89.64872526139901,126.75128964084256,111.16502039320942,1855997407.8191152,4458261865.606144,0.08941338561005738,0.21477847202839742,117576.41206921199,809961.1977557009,26191377.542717133,56903808.03166248,76897665.48187234,83413499.77384362,0.3272394898958493,98546756.90399228,0.0002826624025510766,0.0015601442199414876,0.04432636702359785,0.16294158616587254,0.29685158854892496,0.4006220382440518,5376094.691119064,9864470.588880498,38158022.73290002,60388734.1710954,0.09824423136088188,0.08550178685969216,91491.95813668314,26084.453932528846,89.70990211413702,95.66103086666088,185.34563167785774,226.61621912326498,0.3235348328629936,0.24309399394595313,0.8241959302602057,0.01041862072946249,0.04938135658946249,0.05386421620946249,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.03891116517424354,-0.005569872883737004,0.016,0.3,.03,0.15,0.008,666,1.0,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.004920053793750001,5.6,-0.0006831943535589025,0.05463776718268032,0.06212749938754025
VNM,2030,2,ssp4,1,41472449578.21124,418.1993022210563,93.89116051091658,120.50558457077328,212.6777479817728,167.8116200394042,2392224123.9276805,6565158108.084887,0.05768224805280141,0.15830167194980646,302764.55440133903,785715.4822420966,9117625.97415159,23042111.266520962,36563115.69041194,45815231.50482794,0.38315641573422654,99169102.76499824,0.000894701552642402,0.002468537372777639,0.02001105958514138,0.06717425815436368,0.12549014466046102,0.18419922585687293,5576661.696021627,10383624.315978289,31397400.131064776,67771702.63393478,0.08502790600212803,0.05864604037168294,202928.70610285184,99835.84829848715,100.26901170920948,147.79483263984457,235.50124545345503,502.83999691459843,0.24741898899854808,0.13386999717078488,0.671128047992786,0.06146494132946248,0.04020529738946249,0.011027269789462491,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.05196715661507234,0.0100630440599081,0.016,0.3,.03,0.15,0.015,666,0.5,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.0098401075875,8.0,0.07642097444926366,0.06072014351322497,0.026290113696760598
VNM,2030,2,ssp5,1,46348854389.707985,470.3234875081581,111.23235315205386,143.72261263171666,256.27512858156007,200.48982448626353,2831217193.4636116,7862732316.9685955,0.06108494440139381,0.16964243065982992,109855.95354321398,364442.4630095268,5270645.811391296,15678178.132735502,27202548.20355773,37185556.13787631,0.35728951032575695,98546756.90399726,0.0002750554744060598,0.0009962720152421876,0.011220889402432294,0.04270883547165049,0.0863217260283498,0.1349496318759131,4955504.045163936,10285061.23483591,29386991.643243782,69159765.26075573,0.08684839551832807,0.06398246410923858,77493.2778498899,32362.67569332409,116.53107891259576,178.08596527414693,269.7124239130522,555.5660505386159,0.24741898899854808,0.13386999717078488,0.671128047992786,0.06146494132946248,0.04020529738946249,0.011027269789462491,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.03891116517424354,-0.005569872883737004,0.016,0.3,.03,0.15,0.008,666,1.0,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.004920053793750001,5.6,0.07813648716639521,0.06568386429989004,0.02905079950750422
VNM,2030,3,ssp4,1,39326692639.17763,396.5619486582396,72.47625449688523,101.7078016633918,189.87127247950224,147.706847454629,2036405069.5269296,5776253160.911389,0.051781752618023244,0.14687869162831751,525197.5012769197,2333973.9495532275,12527675.212770937,27694143.289429687,42250640.4222277,52175387.40847623,0.4189673859747145,99169102.76499644,0.0013689165945881725,0.005998627595962051,0.03806189774429767,0.09230308153229916,0.15788591763955476,0.2217579703150463,8435159.225356188,7525126.786643558,53301077.7822906,45868024.982707925,0.07399099495522286,0.0477610254134236,356959.23606402706,168238.26521289273,92.08268641124404,139.79881774203628,251.1207112083761,565.5723805002536,0.48898193541417534,0.222524491903822,0.8028779503118468,0.062007798889462486,0.05777720254946249,0.01045537396946249,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.05196715661507234,0.0100630440599081,0.016,0.3,.03,0.15,0.015,666,0.5,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.0098401075875,8.0,0.08016261214419962,0.06467259166737516,0.03042074638764336
VNM,2030,3,ssp5,1,43526645321.91579,441.68521308435896,95.41437229273866,127.35337944699288,218.70806532924527,175.20750994278077,2587072131.1047416,6827808812.255602,0.05943651554056576,0.15686503661741608,201999.49175680074,870296.7720281216,6983140.257805924,21358312.74959726,34459245.654980406,45500621.85595561,0.39700715720325375,98546756.90399162,0.0004307354304682697,0.002177944255316022,0.01723127397858895,0.057365090548704846,0.11420756562157745,0.17286667220865182,7629444.903196129,7611120.376803565,51864818.38829974,46681938.51569577,0.08152200584011556,0.05624931304114893,142155.13363491662,59844.358121884165,113.77966109174709,176.74179414640153,282.0819880473215,619.0084465218381,0.48898193541417534,0.222524491903822,0.8028779503118468,0.062007798889462486,0.05777720254946249,0.01045537396946249,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.03891116517424354,-0.005569872883737004,0.016,0.3,.03,0.15,0.008,666,1.0,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.004920053793750001,5.6,0.08111127279026231,0.06816492113322958,0.03456615103622873
VNM,2030,4,ssp4,1,31897211792.68587,321.6446544673532,81.93114846983029,104.4783700282301,161.17991646786106,134.61167914680712,2090541317.0319695,5263099713.609709,0.0655399390586025,0.1650018737630401,332770.91188011563,881675.2976008158,13849483.661523366,36824168.98037501,52306794.76071609,65601234.11289656,0.40764416249470525,99169102.76499887,0.0009792318461019861,0.0027243776021603754,0.028066185374288,0.10599244407175619,0.19373572045469456,0.2753884257241026,6931425.813621897,9028860.198378053,42360908.18011777,56808194.58488188,0.09984887449753381,0.06742571847326863,246353.4906952779,86417.42118483764,89.66414058102504,141.51988974906925,181.3935970599704,426.2274916515448,0.3747722271089865,0.3029298930258939,0.7006540162899226,0.0498050116094625,0.02826858724946249,0.04534553116946249,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.05196715661507234,0.0100630440599081,0.016,0.3,.03,0.15,0.015,666,0.5,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.0098401075875,8.0,0.07633108050227366,0.04164631519182227,0.05472195132838209
VNM,2030,4,ssp5,1,35579890986.398476,361.0457827755701,92.88468640162696,117.67549542828046,183.86325649240302,151.15851755189013,2314584960.3886576,5906995109.196276,0.0650531774049978,0.16602060729906176,124612.92205539762,421933.67773276876,9636074.59260759,29492237.537547767,44202955.66422435,58152555.96779237,0.3988601338832868,98546756.90399387,0.0003057929270388729,0.0011128725980580228,0.017576141108470805,0.07798458345414888,0.15260011042922647,0.22490905945069073,6156914.743819108,9083650.536180431,40081872.157283366,58464884.74671443,0.10041028618564264,0.07261652443612943,97973.43850201879,26639.483553378817,98.3408806248672,164.68625630977317,197.57031171699433,473.1199442180909,0.3747722271089865,0.3029298930258939,0.7006540162899226,0.0498050116094625,0.02826858724946249,0.04534553116946249,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.03891116517424354,-0.005569872883737004,0.016,0.3,.03,0.15,0.008,666,1.0,2.0,5.0,6.0,7.0,4.0,1300,-0.00248100000000008,0.004920053793750001,5.6,0.0780778623655316,0.042280783528525934,0.05701032241052206
