country,year,scenar,ssp,ccint,GDP,avincome,incbott10,incbott20,inc2040,incbott40,quintile1,quintile2,quintilepc1,quintilepc2,below125,below2,below4,below6,below8,below10,gini,tot_pop,gap125,gap2,gap4,gap6,gap8,gap10,childrenag,childrenonag,peopleag,peoplenonag,incsharebott20ag,incsharebott20nonag,poorag,poornonag,incbott20ag,incbott20nonag,avincomeag,avincomenonag,shareag,sharemanu,shareemp,grserv,grag,grmanu,skillpserv,skillpag,skillpmanu,p,b,fprice_increase,farmer_rev_change,transmission,food_cursor,temp_impact,paramshstunt,malaria_cursor,diarrhea_cursor,disasters_cursor,malaria_share,diarrhea_share,prod_gr_ag,prod_gr_serv,prod_gr_manu
ETH,2030,5,ssp4,1,11917078004.08453,91.09937395395875,19.12544735568658,25.389423373528846,40.511260050691334,33.480154756411096,675440661.5109506,1736790138.533945,0.056678378817311324,0.14573959639591763,33826123.50242712,73842558.70814331,99331242.53607394,111335437.82175992,120398478.16189297,124996688.21342218,0.4498597206551611,130814049.39299977,0.06488346561694132,0.1948631210876795,0.4432502139894829,0.5657914826664142,0.6460756599039467,0.7048486575932497,30413199.171189897,19954422.49081005,71535864.05251789,59278185.34048044,0.10237414962449551,0.05449162078934112,28846298.212199707,4979825.290227421,22.585867791209676,39.7750133173899,44.452486928870876,147.39201094230913,0.4501209789132239,0.2035088666476949,0.7051476896080444,0.01910921255466075,-0.007180699085339254,0.01623760679466075,1.047503004,2.8720156119999998,3.4196213280000003,0.034758206372,0.08789412729400001,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,-0.02737452004132701,-0.0014952428049186395,0.014477765851865776
ETH,2030,5,ssp5,1,14202166104.685163,122.11142992593366,23.577362821100852,31.263907664418046,50.21920912779231,41.82526801733751,778433029.7500627,1923225653.1887417,0.054810866456017064,0.13541776930452226,16768970.844328273,47546141.472479545,81829655.32175344,89292972.66628802,96874887.10508285,100882987.23154958,0.46757121327805873,116304969.26698901,0.03243359417167383,0.12462602705700486,0.36409071839062374,0.4899372339321579,0.5660586991458206,0.623708970338944,23438254.818569843,10516480.176428385,64483516.34861887,51821452.91837473,0.10508580390221271,0.06329508667965508,16089091.519099452,679879.3252288237,27.313634871026228,62.90861683331088,52.05865274152919,209.28091569762466,0.4501209789132239,0.2035088666476949,0.7051476896080444,0.01910921255466075,-0.007180699085339254,0.01623760679466075,1.047503004,2.8720156119999998,3.4196213280000003,0.034758206372,0.08789412729400001,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,-0.051072058421694044,-0.006689644601137634,0.016375291383669
ETH,2030,6,ssp4,1,24210696333.111877,185.07718739274364,17.89200203964259,28.259092920628373,54.320388023379074,43.074686568359716,712477684.981951,1971373286.597073,0.02942821946048419,0.0814257161162659,25760277.76715053,52827295.13739022,98351806.60186239,105104172.15322702,110840826.82574452,116118928.54526561,0.6616417050637541,130814049.39298768,0.05479720024833606,0.1488899338656656,0.388116989332699,0.5196846186021927,0.5950969637237518,0.6508406194754593,37208088.48422378,13159533.17777344,90190950.40725233,40623098.98573984,0.07959938490964938,0.02448848549122768,24534837.21407057,1225440.5530799557,24.114752001269117,65.75891747883324,60.46202231744753,461.7463843253242,0.6466272086496303,0.24384253214659346,0.7212778615728402,0.04374259241466075,0.016827475794660752,0.03972727931466075,4.224558088,2.310625472,2.983191776,0.042825462795000005,0.001654168919,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,0.02812557688345607,0.008935467653362617,0.03844449685898743
ETH,2030,6,ssp5,1,33511989638.522667,288.1389320656593,22.61192380805112,30.75123771535156,68.4941893615292,48.14330394322169,596934484.7021741,1788093489.9917343,0.017812564731041633,0.05335682868367533,26180508.620790634,41017353.1549764,71238374.13732952,79171723.33220595,85563715.8208168,88208353.86534242,0.690407147961975,116304969.2669793,0.06387628777095751,0.14644896358109138,0.3315609946250839,0.43832281426036734,0.5052033990523827,0.5535623591883579,24657040.154085044,9297694.840911161,73305415.76416403,42999553.5028193,0.0740870318388905,0.03480973890483163,25868258.406415932,312250.2143747049,22.88124774880252,117.62681599037266,64.45904590496822,669.4672417192218,0.6466272086496303,0.24384253214659346,0.7212778615728402,0.04374259241466075,0.016827475794660752,0.03972727931466075,4.224558088,2.310625472,2.983191776,0.042825462795000005,0.001654168919,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,0.028104252454497214,-0.007233553116788305,0.040845827688788416
ETH,2030,7,ssp4,1,23782956941.120686,181.80735977119997,20.937148654085654,34.15460152293309,56.60332016552788,47.51307858674654,925159804.2227583,2330440793.038226,0.03890011685734353,0.09798784897974201,14957960.78605184,46563752.21766949,100605147.62660228,108896363.75201657,113582680.97338994,119955865.93683355,0.6288614228441765,130814049.39298877,0.022886205068792336,0.10554050280225888,0.35386786135889986,0.5037449966651918,0.5898277261051629,0.6508455960262707,37264394.144828826,13103227.51716864,91305715.42747252,39508333.965518676,0.09486247398561631,0.020813754764234076,13239164.18960195,1718796.5964498892,32.67416792782812,55.62262918453467,69.16459035955846,442.13037561484145,0.6426430566520656,0.22506455457447067,0.80159220873911,0.03215033651466075,0.021445247034660747,0.013223501154660748,4.919767964,3.020794268,3.617402256,0.041486421645,0.090525977317,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,0.02175816549246745,0.025469725444740687,0.01591849018512903
ETH,2030,7,ssp5,1,31231537229.35108,268.5314086421638,29.12420468639159,44.787084702914974,76.77532173479885,60.65863346391138,1071128849.3466284,2618161300.109867,0.03429638578084488,0.08383068950091202,4548972.573956758,28289905.578221943,69491392.65963718,78780469.26025778,84472177.50771695,91097392.04162648,0.6235049904012246,116304969.2669736,0.0070145385334711655,0.058514358041005146,0.24032614167962218,0.3753604710883072,0.4579741991209952,0.516406899520862,24641257.6046273,9313477.390369384,74748185.51329881,41556783.7536837,0.09714416509439777,0.037297860022685515,4348999.451036284,199973.12292047314,40.211701008742445,112.32424905519026,85.16014269170788,598.3612984217365,0.6426430566520656,0.22506455457447067,0.80159220873911,0.03215033651466075,0.021445247034660747,0.013223501154660748,4.919767964,3.020794268,3.617402256,0.041486421645,0.090525977317,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,0.022283319115902867,0.011568196327459646,0.021179333418017254
ETH,2030,8,ssp4,1,17064327270.27103,130.4472061636537,26.061633924895002,36.04246402588738,60.85086168027856,49.78852073931212,956073169.550894,2519131276.5058475,0.05602759220496982,0.1476255838631621,12279964.10640577,39667456.77457331,90574993.37884685,110063477.7750655,119389203.0623812,122212408.52664094,0.4643083901565366,130814049.39299941,0.02399523932835845,0.08766623404125619,0.30655592408241783,0.4655260026397925,0.5691991769735493,0.6406380188145153,32365971.099448666,18001650.562551312,77503993.55319878,53310055.83980057,0.09090060628599299,0.03875153550102935,8168087.850302524,4111876.256103244,34.852494367749024,42.802014056955024,77.63750752116185,207.2237632063542,0.5133914643712436,0.21712031225715145,0.7120236361739207,-0.009886039445339254,0.04251901775466074,0.02837475239466075,4.939559752,2.9438028999999997,2.9180023,0.04725758044700001,0.062433815559,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,-0.015919824414473482,0.04057751361764117,0.025707696620163922
ETH,2030,8,ssp5,1,25093941553.918808,215.75983994553945,37.75892497782623,51.409131922977885,83.21604206232222,70.3598520394976,1242477385.5056398,3271766773.2425222,0.0495130421355279,0.13038074414147302,2698676.490809718,15099334.783520168,60061275.13978453,76835841.69131285,89625185.07732698,95852095.09491244,0.5062150131017005,116304969.26698746,0.004344400900871055,0.027552117837408924,0.18740569961952058,0.3258368644897114,0.4247807531621005,0.5005431928589481,23776809.72032888,10177925.274668386,67385240.66502102,48919728.601967916,0.09973639584915855,0.04877490221328675,2396629.6625162964,302046.82829342206,47.00930742991553,87.33152466356708,95.21139800425628,381.81116533410903,0.5133914643712436,0.21712031225715145,0.7120236361739207,-0.009886039445339254,0.04251901775466074,0.02837475239466075,4.939559752,2.9438028999999997,2.9180023,0.04725758044700001,0.062433815559,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,-0.017049904775296665,0.029969552863276183,0.027206015676396467
ETH,2030,9,ssp4,1,14749727461.14984,112.75338948370717,14.720568068303205,21.56716969389773,38.44300105001203,32.120367490329016,638205385.5596827,1584511802.9945393,0.04326896122255046,0.10742651395885584,38357513.11871184,74688369.71913312,98507666.01743342,112214100.29292579,116634564.56748827,119002291.83874814,0.5554724877698709,130814049.39299968,0.08597221062269701,0.22535782155806078,0.44928889434798003,0.5678651636561305,0.6457096821620798,0.697183765534167,31659102.70742175,18708518.954578403,78630843.57729894,52183205.815699354,0.081582757422602,0.03559734991231133,33779830.810974225,4577682.30773761,19.57154232596249,39.93934532033765,48.91059320130994,208.95316965336943,0.5113851839441566,0.20479253204301662,0.8863250453454811,0.00316473857466075,-0.006857673965339253,0.026648457174660745,3.21244888,4.042151112,2.493041392,0.132443224882,0.019203087996000002,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,-0.023196059320733098,-0.010915440899306628,0.019326320465478775
ETH,2030,9,ssp5,1,22732180553.84092,195.4532183543672,18.712852711920267,27.55539373391627,50.99718128092859,39.16830727973996,629455557.681092,1677615896.151376,0.027690065024349057,0.0737991629169924,22559500.012013726,48182054.92168462,67505048.32340506,80535998.07000813,85829228.94322331,90749792.36610909,0.5759129458235992,116304969.26699294,0.06144983130729121,0.16288469547658624,0.33978317169984046,0.437949388314952,0.5064628573211928,0.5565390707258129,23793813.525563218,10160921.469435466,68448568.17338915,47856401.093605965,0.07209565100730486,0.05122645491927169,22139726.530659627,419773.4813541005,21.698167092330873,89.21179645714984,62.560376429361995,385.52862190313164,0.5113851839441566,0.20479253204301662,0.8863250453454811,0.00316473857466075,-0.006857673965339253,0.026648457174660745,3.21244888,4.042151112,2.493041392,0.132443224882,0.019203087996000002,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,-0.027179779611368193,-0.016980293234836852,0.018084556568293664
ETH,2030,10,ssp4,1,15988197423.418095,122.2207973654673,23.22372585843628,30.09282464736237,50.62609480302133,41.71082220248733,844427314.0436151,2192622059.9672465,0.05281566718752023,0.13714004161317755,17908395.92568696,50493709.3754401,98204044.3799496,110223639.67048223,116357189.27357185,118031794.96362902,0.49225056590146365,130814049.39299807,0.03585958649695395,0.12087324472491467,0.3667938552730328,0.5144435878283226,0.6020336969760781,0.6606976846622585,32879168.34982657,17488453.312173124,82245628.66329345,48568420.72970672,0.09156720924518043,0.04072199133378837,15043420.438595138,2864975.487091819,28.879978398046358,46.7477206733066,63.35140905574987,221.9100558962672,0.5389867181274114,0.23306078674576097,0.8826206392573384,-0.013735836005339255,-0.007220534645339254,0.04221089375466074,4.778562920000001,2.849518512,1.9728458240000002,0.09042896203100001,0.15575626035,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,-0.02112309229055931,0.008746196434243014,0.03405474846030487
ETH,2030,10,ssp5,1,23970388859.617447,206.09943849079124,28.947494531799556,37.73451608829952,74.21904167917634,58.01210114211707,882537166.6519802,2581562715.4644575,0.036817807663470654,0.10769799065769935,11888737.34214089,26293259.022628058,62759668.96804987,79826683.59478788,83968180.63781299,89736344.11797942,0.5246465692227218,116304969.26697439,0.018944145401150886,0.07414690946897652,0.24136704244123502,0.3673652254577032,0.4525081012536335,0.5116959819217982,23897694.062437013,10057040.932559142,70404828.49833286,45900140.768649034,0.08075106443501587,0.0615524770928185,11768027.328155654,120710.01398523785,32.2654627632085,121.28241093882889,80.29495127489511,399.0671113220835,0.5389867181274114,0.23306078674576097,0.8826206392573384,-0.013735836005339255,-0.007220534645339254,0.04221089375466074,4.778562920000001,2.849518512,1.9728458240000002,0.09042896203100001,0.15575626035,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,-0.02130400210258987,-0.0015296567397076188,0.027798969902639303
ETH,2030,11,ssp4,1,13146068926.228264,100.4943198932248,25.791145039409546,32.69152413086957,53.281445414902166,44.10108264737677,875758512.29953,2263420445.663868,0.06661752020425415,0.17217469787854392,16182760.24041733,52098450.858836755,105798184.25975484,114666589.56157741,121319425.76347801,123338924.72007503,0.4001163526350402,130814049.39299943,0.02877211206249855,0.11169848401001692,0.3630057086182645,0.5265540950822967,0.6207746193752443,0.6830886274402675,33019157.824199792,17348463.837800384,80009712.17097916,50804337.22201925,0.09456275190323575,0.05205856402915572,12233883.251651129,3948876.988766201,31.887772914449425,40.176653126018884,67.25422972371675,152.84280414521749,0.5491836046897463,0.17292018516943508,0.7466023525535745,-0.011271505445339254,0.02705213561466075,0.03358730057466075,2.36566914,3.98781268,3.531815184,0.015300385964000001,0.149812213532,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,-0.035010568818783616,0.030116395638801752,0.030915821005066846
ETH,2030,11,ssp5,1,20061390379.917,172.48953769002165,36.816926919085454,49.29645094334956,75.06447030186128,63.8193145224103,1183454295.9872231,2960311562.9216447,0.058991638843336115,0.14756263184455998,2243164.950159751,19259923.380814023,73326446.73314053,87283257.97383371,92580161.52911043,96402918.92132033,0.47139485857057384,116304969.26699425,0.003589331640713176,0.03194853198391642,0.217071000945086,0.38230865689538507,0.47921450796194826,0.5458607812749727,24393821.686013713,9560913.30898409,69876655.16434586,46428314.10264794,0.10655959132324691,0.057449907514004986,2026508.054428327,216656.89573142456,45.86022268138117,83.15547129986219,86.2150846113836,302.3363848949336,0.5491836046897463,0.17292018516943508,0.7466023525535745,-0.011271505445339254,0.02705213561466075,0.03358730057466075,2.36566914,3.98781268,3.531815184,0.015300385964000001,0.149812213532,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,-0.04096323239164579,0.024807253361620596,0.03631383245693187
ETH,2030,12,ssp4,1,23536464717.719765,179.92306504487112,21.784510581637164,33.267132263089515,59.259556998935274,47.80699259499891,874308107.2487688,2364901130.3145666,0.03714695973820287,0.10047817965346834,17066943.020142037,45352691.58374798,81016679.30969654,99532221.16923483,109941996.29337172,117331680.46605891,0.5880401674069426,130814049.39300036,0.03151968556360964,0.10923769473699699,0.3153522991544153,0.447972165027886,0.5358995519355821,0.6041096847376061,33512776.736530643,16854844.92546948,80037646.3040596,50776403.08894019,0.07955550643615446,0.023913316730905312,12527517.813005975,4539425.207136059,31.25593269884845,46.62342044945743,79.70927168627493,337.8877033351038,0.5674728368456484,0.1287560667061107,0.6964887998868015,0.03824024711466075,0.04337494601466075,-0.0009963793253392524,3.55156452,4.631267279999999,3.325643908,0.120253334015,0.019762881961000005,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,0.015090765600226819,0.0379672315925097,-0.004580113424440202
ETH,2030,12,ssp5,1,36105418532.49063,310.4374538770032,30.615634344615962,47.145212819662255,79.65886180205464,66.71589449118149,1132435305.1480982,2830260959.504775,0.031364691261757394,0.0783888146029351,4030546.2695735963,20233806.806465175,59529240.28966525,71880804.95290586,81471765.52399944,88033823.31650536,0.6129513793471673,116304969.26698215,0.0067015773851221115,0.04188441348352976,0.21800755479739428,0.33774032400390785,0.4166852311259572,0.4795224472539298,25061951.26464767,8892783.73035021,70746937.51478645,45558031.75220062,0.08403300715115727,0.029389283380270703,3199909.527568242,830636.7420053538,42.54401590633401,88.89109236762474,104.41798532916384,630.3644987383866,0.5674728368456484,0.1287560667061107,0.6964887998868015,0.03824024711466075,0.04337494601466075,-0.0009963793253392524,3.55156452,4.631267279999999,3.325643908,0.120253334015,0.019762881961000005,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,0.011356293254044969,0.033919941055794656,-0.0003848487664191991
