country,year,scenar,ssp,ccint,GDP,avincome,incbott10,incbott20,inc2040,incbott40,quintile1,quintile2,quintilepc1,quintilepc2,below125,below2,below4,below6,below8,below10,gini,tot_pop,gap125,gap2,gap4,gap6,gap8,gap10,childrenag,childrenonag,peopleag,peoplenonag,incsharebott20ag,incsharebott20nonag,poorag,poornonag,incbott20ag,incbott20nonag,avincomeag,avincomenonag,shareag,sharemanu,shareemp,grserv,grag,grmanu,skillpserv,skillpag,skillpmanu,p,b,fprice_increase,farmer_rev_change,transmission,food_cursor,temp_impact,paramshstunt,malaria_cursor,diarrhea_cursor,disasters_cursor,malaria_share,diarrhea_share,prod_gr_ag,prod_gr_serv,prod_gr_manu
ETH,2030,0,ssp4,1,22225730592.804813,169.90323819143364,27.06915428176342,37.752257195114105,64.91609619083155,51.656471658380426,980627743.3668411,2619367202.7929153,0.04412128273004011,0.11785291789872115,12423556.34722207,35639196.1255239,82961797.33236696,107424207.96007049,115429361.29233345,118451891.68449962,0.5498623531883349,130814049.3929962,0.018107357915172824,0.08198065766349918,0.2825068840944966,0.44601461392520847,0.548857071929847,0.6182469562689327,37253637.79178619,13113983.870213393,91936444.90580617,38877604.48719172,0.08381347096787042,0.021875827008146085,8352753.458132914,4070802.889089157,37.29003651471569,44.979314526573184,89.18804822622249,360.77579099347673,0.6444018065097138,0.19270267523379342,0.8706810893888616,0.04386549101466075,0.036606273654660744,-0.0021337762853392544,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,0.0042965588453942605,0.03856303098598479,-0.0001639693609949422
ETH,2030,0,ssp5,1,27520435706.050335,236.62304267388646,41.0684913126436,56.59246611825182,91.536913344319,73.78427132394226,1298560646.4787896,3387543927.6812983,0.047185322948695665,0.12309194388723212,1531720.6228606428,12582211.00321101,50295448.36896452,78088618.20755129,89006522.4780591,97495065.50479141,0.5194194293072817,116304969.2669696,0.003070994405758572,0.02102423027669802,0.16071915491819178,0.296023150885941,0.4025444815576194,0.4848013379200154,25168520.327625982,8786214.66737154,76419923.01478194,39885046.25220157,0.09013937256133231,0.0502931304977733,1301434.7656885618,230285.85717208133,52.52522978666836,97.17234865174328,117.47646046033246,464.9084151580956,0.6444018065097138,0.19270267523379342,0.8706810893888616,0.04386549101466075,0.036606273654660744,-0.0021337762853392544,2.6861511680000003,3.94546334,2.590009592,0.122814846891,0.13611725283,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,0.004142089658919268,0.02660200615111563,-0.0057924930228856475
ETH,2030,1,ssp4,1,12371828126.733154,94.57568345403725,24.026512136155294,32.12697185286701,54.100170227457156,42.97471045262045,839517473.8908664,2257352055.5840173,0.06785718854894492,0.1824590539458211,17067837.824212737,46708362.732490644,102569123.79515547,114591863.35424013,125458298.03918962,128710233.58644962,0.3621954951117007,130814049.3929986,0.035597250376142905,0.11429686720431928,0.3571334775629451,0.5194424820269024,0.624721245004089,0.6942747884621124,29753494.03775031,20614127.62424905,72974578.19023822,57839471.20276138,0.0896163066181993,0.054424357272928325,11188147.671964347,5879690.152248391,30.710692504119447,34.52559889007045,69.91923169605431,125.68409660669592,0.45361308208485845,0.20127464888741126,0.8930901715843769,-0.011667754745339255,0.02729498111466075,0.03177784073466075,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,-0.04854689200209539,0.024636192428558523,0.025084431034062327
ETH,2030,1,ssp5,1,15118608435.99076,129.9910788960629,34.96156253855745,45.45969393087118,76.06252776210162,61.44419944845744,1093848359.147129,2874126528.6887503,0.07235112700869788,0.19010522964843404,5923842.549143587,19846847.738795407,74589746.47620548,86603759.05370474,106061096.38577747,112179157.2106336,0.36166012233454925,116304969.26698574,0.010476798240309173,0.047125629778920305,0.2348104858143279,0.39204935825485754,0.5088543404366282,0.5956145949551519,23299341.908900976,10655393.086096967,64787121.11798768,51517848.14900479,0.09429304535306898,0.07106278908860991,5370687.178595514,553155.3705480726,39.00736667599541,66.401686668271,82.77959091087632,189.3626656403287,0.45361308208485845,0.20127464888741126,0.8930901715843769,-0.011667754745339255,0.02729498111466075,0.03177784073466075,1.3558370320000002,2.15663988,2.1944255679999998,0.086076660493,0.08929182130600001,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,-0.06699769368442177,0.017884219071282015,0.023529863096740433
ETH,2030,2,ssp4,1,26499535490.29218,202.57407834444925,25.2481672366373,36.19397991567592,64.27075044849526,50.281362277959786,921247437.0760732,2512551304.8432283,0.03476466360753988,0.09481491876579011,14917761.149071813,38718888.60101927,74779899.59714475,87438525.87878455,102362077.68211208,110372193.91020109,0.5689388904767538,130814049.3930003,0.02519702451077388,0.09419190864731404,0.27948999449945033,0.3941840569148678,0.4774948962458477,0.5461435944920675,26967389.262981493,23400232.399018027,62751772.54143624,68062276.85156308,0.07657085749652305,0.03337448602946643,10815952.52641114,4101808.62266067,30.470583338127078,55.101584127277704,81.63080127305282,314.0808536724629,0.37804928334412624,0.11835020016270399,0.7595912299501497,0.03937856585466074,0.018118921914660753,-0.011059105685339254,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,0.0188849403923963,0.02514734726815271,-0.007877484527049616
ETH,2030,2,ssp5,1,41929868310.28071,360.51656755974756,36.88476759122022,54.49703245205293,92.98772908782092,74.33376451782135,1246291186.946104,3164247585.5288467,0.02972323160482069,0.0754652402462474,1968698.109339433,17423408.394368302,54560471.906106696,62472575.73665822,69124816.18432754,82627627.23348825,0.5796835047702475,116304969.26700112,0.0028478850940249906,0.02882494200206805,0.18002749281774438,0.2883991743058408,0.3573390969438544,0.41396386092790183,20488755.586448554,13465979.408550985,56210538.11479923,60094431.152200066,0.07868227769062561,0.029534799636401435,1530451.910424676,438246.19891475776,45.15319793772161,92.11612062460969,118.00920795269391,587.3507170633451,0.37804928334412624,0.11835020016270399,0.7595912299501497,0.03937856585466074,0.018118921914660753,-0.011059105685339254,3.4020502919999998,4.006920043999999,2.233345608,0.169271758673,0.10948419131000002,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,0.012485204965799968,0.03060702983503849,-0.00240888741086831
ETH,2030,3,ssp4,1,24855693136.610516,190.00782600910273,18.110852775978064,27.875592241761986,51.37991948221795,39.217635508643994,686539038.822189,1918663625.6259367,0.027620997533598014,0.07719211912863098,29147457.24764744,55091092.19774406,95696151.30945952,103134738.63217014,110128886.89056301,114448820.00486836,0.6474530794125494,130814049.39299439,0.06067275301606553,0.15944988224364023,0.3750705612140687,0.5052349582233244,0.5830530884337614,0.6386248419354651,35532444.21823122,14835177.443766983,88638806.61681746,42175242.776177794,0.06436524608581125,0.012561831438512468,21261256.797259573,7886200.450387859,26.71029063784051,35.81701718883098,82.68117129773167,415.5739630501616,0.6178602469941672,0.18565798343159037,0.8744975856105699,0.03992142341466075,0.03569082707466075,-0.011631001505339255,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,0.009502810880520185,0.026095185615525374,-0.018692017423971308
ETH,2030,3,ssp5,1,32808660741.835003,282.0916504996151,24.819178102006774,39.76826239003589,72.98745372480477,53.10883744843613,844259597.4277942,2315037013.0640798,0.025732827196791798,0.07056176511686024,12192129.814097384,35664527.304544955,65265306.845877744,76225667.54364713,84674429.19364919,92421540.34684879,0.6239590084084722,116304969.26698412,0.02018161785466551,0.09073846288970265,0.26231037603203233,0.3754822405837979,0.4544773906384407,0.515622022413471,24948365.37934983,9006369.61564631,74797013.40318787,41507955.863799974,0.06244656533068888,0.028653702190687448,10207680.686590185,1984449.1275071953,33.66155676246666,75.85428128536014,108.11312791864607,595.5995940864665,0.6178602469941672,0.18565798343159037,0.8744975856105699,0.03992142341466075,0.03569082707466075,-0.011631001505339255,3.51101664,3.05565972,3.382835472,0.199497196053,0.016807325006,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,0.00831125383844089,0.012742233989537555,-0.013214393430153959
ETH,2030,4,ssp4,1,21666757170.341705,165.63020005021818,24.028207647288518,36.40464609232093,58.12685942246456,48.356961541637695,986697822.1938443,2504008973.423613,0.045539709262282846,0.11556916218414055,11601608.294058453,43921431.37114164,91642954.73541813,102582240.3352034,113681353.16903682,118403827.90417308,0.5633170657909492,130814049.39300111,0.019445705763774388,0.09142647172837591,0.3218590332963207,0.4624355952397119,0.5545232106936998,0.6219014537392968,31866277.874324713,18501343.78767461,78109271.68529718,52704777.707702585,0.09584470913985864,0.03241206377689946,9740477.045347642,1861131.2487108114,33.1367901710363,53.99418440430179,70.51995806466128,306.58500632043734,0.5044788670546585,0.24670293471882088,0.7853424552235686,0.027718636134660753,0.006182211774660749,0.02325915569466075,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.12861391907864014,0.029911478743136488,0.5,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.0160862785875,0.010264564134491172,0.022198435834969832,0.020665618342544212
ETH,2030,4,ssp5,1,31759505214.975796,273.070922206822,34.99108774643937,45.97914560613005,83.83665478988947,66.94464845933541,1102225151.4378846,3037178430.690857,0.034705362819007574,0.09563053360348797,5996060.307591348,19467951.20739148,59788988.927386075,72343209.75379613,80047118.3219976,92880632.79401793,0.5751167516624798,116304969.26698677,0.007870746412526579,0.04564198462861955,0.19603095441001792,0.3278285343565899,0.40873542992722384,0.47646510597898567,23184248.910518497,10770486.084478378,67062688.856812164,49242280.410176866,0.08535864871217232,0.04174624116161527,5861656.461718388,134403.84587296075,39.212019748892644,102.13314085339479,91.82124322176892,519.9134876997568,0.5044788670546585,0.24670293471882088,0.7853424552235686,0.027718636134660753,0.006182211774660749,0.02325915569466075,4.055502843999999,1.488118336,2.169268712,0.086841642363,0.16086546475600003,0.053309381168431764,-0.029004767004074394,1.0,1.0,0.03,1.0,1.0,1.0,1.0,0.0069800000000000036,0.008043139293750001,0.008448994554217881,0.009691753437574224,0.017358144978708356
